representacao,RMSE,MAPE,POCID,PBE,derivado
catboost_normal,7830.36235463302,0.655133768536193,56.371625863151294,-4.397750854755712,querosenedeaviacao
catboost_deseasonal,7564.082893386214,0.6072183843874915,64.90897677338356,-5.536680732965668,querosenedeaviacao
ridge_normal,8247.282022584635,0.6582703131376325,54.676710608914,-1.4854011991110028,querosenedeaviacao
ridge_deseasonal,8012.365395948048,0.6410512817167306,66.16446955430007,-1.721603158040933,querosenedeaviacao
SWT_ridge_normal,7210.996133163354,0.6076269909804604,61.77024482109228,-10.791242432179297,querosenedeaviacao
SWT_ridge_deseasonal,6787.9142538718825,0.5597483850706525,68.86377903327055,-10.205007820267273,querosenedeaviacao
CWT_ridge_normal,7218.018009055443,0.6078376081232881,61.77024482109228,-10.679904728576807,querosenedeaviacao
CWT_ridge_deseasonal,6782.953035882814,0.5578549857638778,68.7382297551789,-10.11084481270241,querosenedeaviacao
DWT_ridge_normal,7177.260830818034,0.6026736064480431,62.523540489642166,-10.497808487025683,querosenedeaviacao
DWT_ridge_deseasonal,6769.407581372764,0.5564954158543028,68.73822975517889,-10.228492321059958,querosenedeaviacao
FIRTS_ridge_normal,7117.033687535043,0.6241531462315912,61.07972379158819,-13.872127139001316,querosenedeaviacao
FIRTS_ridge_deseasonal,6702.579849882488,0.5597764729964098,67.67106089139988,-11.482607352002427,querosenedeaviacao
STFT_ridge_normal,6965.876358633157,0.5693912038763602,60.3264281230383,-8.860984369713137,querosenedeaviacao
STFT_ridge_deseasonal,6903.819157809556,0.5555496057366931,71.62586315128686,-8.814992142437228,querosenedeaviacao
RP_ridge_normal,7038.029728002082,0.5877469649830727,62.27244193345888,-10.911387572763031,querosenedeaviacao
RP_ridge_deseasonal,6954.944331253533,0.5597815254243901,72.50470809792843,-9.501867751315991,querosenedeaviacao
MTF_ridge_normal,7036.094512935053,0.589220480014948,60.3264281230383,-11.064146393304148,querosenedeaviacao
MTF_ridge_deseasonal,6923.067244731122,0.5599062922486746,71.37476459510357,-10.04221324984544,querosenedeaviacao
WPT_ridge_normal,7195.485927831871,0.6067816051607392,61.14249843063403,-10.839451730919755,querosenedeaviacao
WPT_ridge_deseasonal,6781.549566664281,0.558751772450743,69.05210295040803,-10.36287072354734,querosenedeaviacao
GASF_ridge_normal,7001.694829857903,0.5953596174375698,62.02134337727558,-12.131368012365543,querosenedeaviacao
GASF_ridge_deseasonal,6948.917455290002,0.5662836775531375,71.12366603892026,-10.373621279565816,querosenedeaviacao
GADF_ridge_normal,7200.652472661115,0.6215328201433031,61.770244821092284,-11.547505497459891,querosenedeaviacao
GADF_ridge_deseasonal,6803.7959595265065,0.5663001586819253,68.54990583804143,-11.099925117858824,querosenedeaviacao
twe,6900.404268880926,0.5646042916536147,67.2316384180791,-8.875323720628097,querosenedeaviacao
softdtw,6899.003043060107,0.561899034080114,69.80539861895792,-8.883109602941879,querosenedeaviacao
dtw,6893.349922240863,0.5616096731896261,69.7426239799121,-8.857370167500394,querosenedeaviacao
ETS_normal,6604.482015842085,0.5474926950129729,70.49591964846202,-12.376010272874295,querosenedeaviacao
ETS_deseasonal,6627.958338989215,0.5462306253141999,70.37037037037035,-12.613131683750984,querosenedeaviacao
arima_normal,6807.029685408668,0.5473595807000236,66.85499058380414,-1.4533898989417846,querosenedeaviacao
arima_deseasonal,7105.732612580722,0.5599386417799237,67.23163841807909,-3.8383790619584697,querosenedeaviacao
mean,6860.189487998331,0.5604661573453017,69.80539861895794,-8.978222556888719,querosenedeaviacao
median,6807.462948220835,0.5576790050417157,69.36597614563715,-9.730161300233624,querosenedeaviacao
dtw_subgradient2,6855.679023889919,0.5596774640703986,70.11927181418706,-8.98715948730966,querosenedeaviacao
eba_erp,6858.763956941265,0.5603535521495482,69.93094789704958,-8.979281241960678,querosenedeaviacao
