dataset,regressor,mape,smape,rmse,pocid,n_series,n_series_mape,agent_model
ANP_MONTHLY,CREST,0.387673349522513,0.21998807760323721,6428.805940610492,63.486513486513495,182,177,qwen3
NN5_WEEKLY_DATASET,CREST,0.12551278674913122,0.12009298185972767,18.688327789417173,44.14414414414415,111,111,qwen3
M4_WEEKLY_DATASET,CREST,0.09268199146646022,0.0920791831752976,428.26287969098746,58.844011142061284,359,359,qwen3
ETTH1,CREST,0.2780706586728684,0.24492173027373118,1.9727292891241643,63.975155279503106,7,7,qwen3
ETTH2,CREST,0.09805507748598791,0.17947523050857792,2.550088966239311,54.03726708074534,7,6,qwen3
ETTM1,CREST,0.3778302436325072,0.4597375269845336,2.2585087441354,55.279503105590074,7,6,qwen3
ETTM2,CREST,0.14425976561332862,0.15988513300774748,3.1609207900898153,44.72049689440994,7,7,qwen3
