DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;R2;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;20624.8574056259;GO;oleocombustivel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1136.8423660305002;0.222854450257754;58.333333333333336;-8.240057218654469;-0.03606586085536079;4739.519670231668;4766.976174307385;4802.018651493694;4391.70148210452;4979.051775157745;5552.698564175028;5594.9961432471855;5423.380393413018;5050.3429766348045;5113.667433519919;5008.178480845911;4147.591566065468;-7.093871542930354;4.339702754265046e-10;2;394;-3.4470566389664703;-2.8689037160476016;-2.570692663557422;True
deseasonal;35290.48891245085;GO;oleocombustivel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1390.376714494859;0.27236971870671045;41.666666666666664;-11.961809698074616;-0.5497149958180143;5071.313816043874;4790.558983675269;4652.439255388113;3830.932739809724;5193.599215885635;6422.469502976951;6266.021273763517;6492.638350213263;5312.363544777223;5316.341346542605;5227.893475877354;3041.825429056457;-5.221319573145942;7.952394665856937e-06;5;391;-3.4471856790801514;-2.868960436182993;-2.5707229006220524;True
deseasonal-log;29930.0583023258;GO;oleocombustivel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1374.6671583532923;0.27174835251964835;50.0;-11.123797969454822;-0.514893068456246;5121.510434634426;4728.350052886536;4644.910271293747;3795.0015799335306;5189.808829896745;6408.9343167032475;6275.505917158572;6395.704079447671;5301.887498685585;5265.4108456756185;5113.293255922618;2916.8784879432646;-6.732949316221046;3.2609637125681916e-09;2;394;-3.4470566389664703;-2.8689037160476016;-2.570692663557422;True
deseasonal-diff;29774.206221087825;GO;oleocombustivel;SARIMA;{'p': 2, 'd': 1, 'q': 1, 's': 12};12;12;1367.4976190317861;0.27210130715005104;50.0;-7.401452603061166;-0.49913250778821183;5128.774003278095;4447.7830978379825;4659.917577909571;3773.0100603084456;5389.954300100182;6278.946883367621;6218.18502071262;6161.72880155653;5064.366730407458;4897.977880623979;4828.953894988276;2258.9973997929496;-9.61719733362595;1.7475405684490334e-16;8;388;-3.4473167281607155;-2.869018036958473;-2.5707536074503134;True
diff;37069.1582603951;GO;oleocombustivel;SARIMA;{'p': 2, 'd': 1, 'q': 1, 's': 12};12;12;2035.609245421663;0.3805474775490077;58.333333333333336;37.87292738060686;-2.3218169238140294;4112.963296859427;3709.436449800444;3499.8113822400883;2948.124571516722;3500.6726405220343;3750.549441461688;3453.897780225488;3019.145875453149;2234.593296819716;1998.7952610220696;1652.3279599583088;311.43574418330945;-9.853035243184591;4.433492719599711e-17;8;388;-3.4473167281607155;-2.869018036958473;-2.5707536074503134;True
log;20039.90711063326;GO;oleocombustivel;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;1104.9178436859881;0.21100893160177644;58.333333333333336;-6.353074214090901;0.021306197092161083;4675.570495136366;4686.359181064581;4751.448676552317;4382.632075282475;4908.134231188894;5414.831839554305;5454.740803994164;5275.671553780804;4970.349549880777;4991.056855224308;4881.616483544449;4139.206846423979;-7.077525895766223;4.759195006055617e-10;2;394;-3.4470566389664703;-2.8689037160476016;-2.570692663557422;True
log-diff;30663.62094518088;GO;oleocombustivel;SARIMA;{'p': 2, 'd': 1, 'q': 1, 's': 12};12;12;1687.6200533728336;0.28745782783544443;58.333333333333336;30.295213650223406;-1.2831593239504686;4057.8253416704692;3755.840933434431;3596.9942012515344;3231.087418926035;3561.4633365996315;3689.2634248695535;3484.4358767542517;3206.999996137834;2775.418056068856;2633.0076861116017;2452.389674384171;1917.4370545809745;-10.065442690039477;1.2999858857488746e-17;8;388;-3.4473167281607155;-2.869018036958473;-2.5707536074503134;True
