DATA;MCPM;UF;PRODUCT;MODEL;VALIDATION-MOE;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
moe;14038.550991753498;DF;oleodiesel;ARIMA;[(0, 'deseasonal-diff'), (1, 'deseasonal-diff'), (2, 'log-diff'), (3, 'log-diff'), (4, 'deseasonal'), (5, 'deseasonal-diff'), (6, 'deseasonal'), (7, 'deseasonal-log'), (8, 'normal'), (9, 'log'), (10, 'normal'), (11, 'deseasonal-log')];{'p': 10, 'd': 0, 'q': 13};12;12;1295.2795094008134;0.029279437565373947;75.0;1.6367631645525171;32498.07051297701;30299.93211555171;33258.525958736915;31957.090972606446;31924.985809843583;34152.62674436408;32726.125018693765;35083.40509735994;32512.283951404374;30276.8627903426;28715.647150009925;29207.093650622795
