DATA;MCPM;UF;PRODUCT;MODEL;VALIDATION-MOE;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
moe;267200.60286754346;AM;oleodiesel;ARIMA;[(0, 'log'), (1, 'normal'), (2, 'deseasonal-diff'), (3, 'diff'), (4, 'deseasonal'), (5, 'deseasonal-log'), (6, 'diff'), (7, 'deseasonal'), (8, 'deseasonal'), (9, 'normal'), (10, 'deseasonal'), (11, 'deseasonal-log')];{'p': 6, 'd': 1, 'q': 7};12;12;14753.024677475734;0.15978693683751785;58.333333333333336;-11.080310185535012;81608.34827233746;82513.11940697915;90584.59698940354;82063.36980075583;88626.24240475964;94411.09838931938;81639.36882910198;91323.93672304651;87959.73285095509;85065.9325507853;80850.72634765878;78824.25513877947
