DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;338537.25411712064;MT;etanolhidratado;VARMA;['MG', 'GO', 'SP', 'MT'];(8, 2);12;12;15590.198007764744;0.14759396214563117;50.0;15.729990501456056;68445.51137397018;67998.88786265842;67544.97836899284;68321.95950543442;70178.74189177259;71171.69021644957;70705.82115708689;69761.33232163786;69758.45585205198;69764.5203919742;69320.95834160325;69366.5147541922
serie-desnormalizada;374012.5729402517;MT;etanolhidratado;VARMA;['BA', 'PE', 'MS', 'MT'];(14, 12);12;12;17210.520061582545;0.18649702203775123;50.0;19.21550207501627;71261.05137558655;63154.14682681525;58903.84011307304;60351.587775926004;62928.43122819423;66054.09040887495;65648.61939311726;65812.64681906845;68449.21283223903;72611.34291890997;68655.44130068859;74082.37759493045
