DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;8358.179901188765;AC;etanolhidratado;VARMA;['RO', 'MS', 'TO', 'AC'];(14, 8);12;12;458.1430077880885;0.4263576382524581;58.333333333333336;45.904492211072736;431.87375272256924;384.7121312338553;410.92921056835615;503.61309492062026;497.7091015087458;475.3656596145314;484.34569172904736;531.8679798136153;545.9886439753132;551.6698800762189;472.8462982130494;496.9230071703184
serie-desnormalizada;14631.609558223676;AC;etanolhidratado;VARMA;['AP', 'RR', 'RO', 'AC'];(7, 5);12;12;447.7464477474042;0.4003303864009533;25.0;43.97079015534129;456.9477477917083;503.86852317706297;442.99847669279853;486.2769018627508;473.8715116502367;512.1223643047637;502.2324849108106;521.8274223479809;527.687716671612;520.9145632787702;522.0779753319849;523.9114829337792
