dataset,dataset_index,origin_v5,estrategia_v5,estrategia_base,mesma_estrategia,smape_v5,smape_base,dsmape,base_vencedor_dba,max_dif_previsao
ANP_MONTHLY,10,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.2671263303046235,0.2671263303046235,0.0,False,0.0
ANP_MONTHLY,11,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.6751496520874638,0.6751496520874638,0.0,False,0.0
ANP_MONTHLY,12,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,1.1712945889793904,1.1712945889793904,0.0,False,0.0
ANP_MONTHLY,13,agent,"{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool4""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.2183511315785136,0.2181910515051047,0.00016008007340889696,True,293.4356597572862
ANP_MONTHLY,14,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",True,0.0465690166555747,0.0465690166555747,0.0,False,0.0
ANP_MONTHLY,15,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.0469149284201095,0.0469149284201095,0.0,False,0.0
ANP_MONTHLY,16,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.1765543922163827,0.1765543922163827,0.0,False,0.0
ANP_MONTHLY,17,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}",True,0.1498310309282669,0.1498310309282669,0.0,False,0.0
ANP_MONTHLY,18,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,1.431235658678295,1.431235658678295,0.0,False,0.0
ANP_MONTHLY,19,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.2210951377376384,0.2210951377376384,0.0,False,0.0
ANP_MONTHLY,20,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w3""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.121520810155854,0.1072970985723817,0.014223711583472298,True,44625.38215608231
ANP_MONTHLY,21,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.032215943187125,0.0310580609446753,0.0011578822424496982,True,1162.1939219249907
ANP_MONTHLY,22,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.2921382896545347,0.2921382896545347,0.0,False,0.0
ANP_MONTHLY,23,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}",True,0.2673788974563772,0.2673788974563772,0.0,False,0.0
ANP_MONTHLY,24,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.0428679450718548,0.0428679450718548,0.0,False,0.0
ANP_MONTHLY,25,agent,"{""combine"": ""weighted"", ""pool"": ""pool1"", ""weights"": ""w3""}","{""combine"": ""mean"", ""pool"": ""pool1""}",False,0.1674094247189606,0.167149440232034,0.0002599844869265733,False,11.559251905316614
ANP_MONTHLY,26,agent,"{""combine"": ""mean"", ""pool"": ""pool4""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",False,0.4794282275828871,0.4657746484170256,0.013653579165861518,False,101.80921425072847
ANP_MONTHLY,27,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.3691443221050546,0.3691443221050546,0.0,False,0.0
ANP_MONTHLY,28,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.0456831834026362,0.0403201045663041,0.005363078836332094,True,3553.0956085312355
ANP_MONTHLY,29,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.3678648645571453,0.3678648645571453,0.0,False,0.0
ANP_MONTHLY,30,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.1437559899662447,0.1437559899662447,0.0,False,0.0
ANP_MONTHLY,31,baseline,"{""combine"": ""mean"", ""pool"": ""pool3""}","{""combine"": ""mean"", ""pool"": ""pool3""}",True,0.4561794087374786,0.4561794087374786,0.0,False,0.0
ANP_MONTHLY,32,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,1.254101462494822,1.254101462494822,0.0,False,0.0
ANP_MONTHLY,33,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.0600462294187218,0.0600462294187218,0.0,False,0.0
ANP_MONTHLY,34,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.0573018027561008,0.0573018027561008,0.0,False,0.0
ANP_MONTHLY,35,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.2042345014019436,0.2042345014019436,0.0,False,0.0
ANP_MONTHLY,36,baseline,"{""combine"": ""mean"", ""pool"": ""pool2""}","{""combine"": ""mean"", ""pool"": ""pool2""}",True,0.1109310111752316,0.1109310111752316,0.0,False,0.0
ANP_MONTHLY,37,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.2101739934830474,0.2101739934830474,0.0,False,0.0
ANP_MONTHLY,38,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.7529569876033643,0.7529569876033643,0.0,False,0.0
ANP_MONTHLY,39,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.0388394931588156,0.0388394931588156,0.0,False,0.0
ANP_MONTHLY,40,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w4""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.0361990250356333,0.0336154711390545,0.0025835538965787996,False,1473.832851107698
ANP_MONTHLY,41,agent,"{""combine"": ""weighted"", ""pool"": ""pool3"", ""weights"": ""w2""}","{""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}",False,0.173927841676798,0.1735604079247112,0.00036743375208680984,False,259.447135155453
ANP_MONTHLY,42,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",True,0.2940127342495084,0.2940127342495084,0.0,False,0.0
ANP_MONTHLY,43,agent,"{""combine"": ""weighted"", ""pool"": ""pool2"", ""weights"": ""w4""}","{""combine"": ""mean"", ""pool"": ""pool2""}",False,0.0857148706350315,0.085789036461274,-7.4165826242506e-05,False,15.159254039695952
ANP_MONTHLY,44,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.6029122444847074,0.6029122444847074,0.0,False,0.0
ANP_MONTHLY,45,agent,"{""combine"": ""median"", ""pool"": ""pool4""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.2732091610869067,0.2695125347157576,0.003696626371149092,True,1352.9504935226396
ANP_MONTHLY,46,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.2200681230838411,0.2200681230838411,0.0,False,0.0
ANP_MONTHLY,47,agent,"{""combine"": ""weighted"", ""pool"": ""pool1"", ""weights"": ""w5""}","{""combine"": ""mean"", ""pool"": ""pool1""}",False,0.1329686523130932,0.1328662169472597,0.0001024353658335142,False,6.233043703308795
ANP_MONTHLY,48,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.32839075011003,0.32839075011003,0.0,False,0.0
ANP_MONTHLY,49,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.2764439133958755,0.2764439133958755,0.0,False,0.0
ANP_MONTHLY,50,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.1062770615000665,0.1062770615000665,0.0,False,0.0
ANP_MONTHLY,51,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.1738144346630277,0.1676290909631339,0.006185343699893819,True,6.570000497692305
ANP_MONTHLY,52,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.1344333878065148,0.1344333878065148,0.0,False,0.0
ANP_MONTHLY,53,baseline,"{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",True,0.0630367210057969,0.0630367210057969,0.0,False,0.0
ANP_MONTHLY,54,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w6""}","{""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}",False,0.2651315976227211,0.261246337604061,0.003885260018660075,False,136.17741353762995
ANP_MONTHLY,55,agent,"{""combine"": ""trimmed_mean"", ""pool"": ""pool4"", ""trim_pct"": 0.2}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.1174636530012586,0.1207320566509333,-0.003268403649674692,True,293.1601335859227
ANP_MONTHLY,56,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w3""}","{""combine"": ""mean"", ""pool"": ""pool1""}",False,0.1521591002914632,0.1550407974525892,-0.00288169716112599,False,54.29105067351338
ANP_MONTHLY,57,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.3213948169102127,0.3213948169102127,0.0,False,0.0
ANP_MONTHLY,58,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.1508240395832292,0.1508240395832292,0.0,False,0.0
ANP_MONTHLY,59,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.2580579745278868,0.2580579745278868,0.0,False,0.0
ANP_MONTHLY,60,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",True,0.0322640646420509,0.0322640646420509,0.0,False,0.0
ANP_MONTHLY,61,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w3""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.2153264134249536,0.2263228734217645,-0.010996459996810898,False,307.0009144034375
ANP_MONTHLY,62,agent,"{""combine"": ""weighted"", ""pool"": ""pool3"", ""weights"": ""w4""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.0642601569537719,0.07130625124191,-0.0070460942881380995,False,1458.0022174384212
ANP_MONTHLY,63,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}",True,0.2983542849219052,0.2983542849219052,0.0,False,0.0
ANP_MONTHLY,64,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",True,0.4519887958506942,0.4519887958506942,0.0,False,0.0
ANP_MONTHLY,65,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.1015646701698241,0.1015646701698241,0.0,False,0.0
ANP_MONTHLY,66,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",True,0.4456521522246063,0.4456521522246063,0.0,False,0.0
ANP_MONTHLY,67,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w5""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.0377970213160323,0.0371817770866321,0.0006152442294001942,False,80.78012190296613
ANP_MONTHLY,68,agent,"{""combine"": ""weighted"", ""pool"": ""pool5"", ""weights"": ""w4""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.0980847517683893,0.1054722204810036,-0.007387468712614309,False,664.5939952310728
ANP_MONTHLY,69,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.9523129114812072,0.9523129114812072,0.0,False,0.0
ANP_MONTHLY,70,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.1396766252374634,0.1396766252374634,0.0,False,0.0
ANP_MONTHLY,71,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.219866678908107,0.219866678908107,0.0,False,0.0
ANP_MONTHLY,72,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.0349400900465317,0.0342085509604627,0.0007315390860690024,True,4026.636965108308
ANP_MONTHLY,73,agent,"{""combine"": ""weighted"", ""pool"": ""pool2"", ""weights"": ""w2""}","{""combine"": ""mean"", ""pool"": ""pool2""}",False,0.0870583532450246,0.0869640691199533,9.428412507130057e-05,False,68.1611191003467
ANP_MONTHLY,74,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.1027233041506928,0.1027233041506928,0.0,False,0.0
ANP_MONTHLY,75,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w4""}","{""combine"": ""median"", ""pool"": ""pool_full""}",False,0.0783579236883252,0.0774500883189635,0.0009078353693617036,False,279.9908803267972
ANP_MONTHLY,76,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.0412325483864837,0.0412325483864837,0.0,False,0.0
ANP_MONTHLY,77,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,1.1166194222633783,1.1166194222633783,0.0,False,0.0
ANP_MONTHLY,78,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.3943871856652403,0.3943871856652403,0.0,False,0.0
ANP_MONTHLY,79,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.0659139151073926,0.0659139151073926,0.0,False,0.0
ANP_MONTHLY,80,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.2088241175609297,0.2088241175609297,0.0,False,0.0
ANP_MONTHLY,81,agent,"{""combine"": ""weighted"", ""pool"": ""pool1"", ""weights"": ""w5""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.2578133330111503,0.2765092873609604,-0.01869595434981014,False,324.67259474098864
ANP_MONTHLY,82,agent,"{""combine"": ""weighted"", ""pool"": ""pool1"", ""weights"": ""w5""}","{""combine"": ""mean"", ""pool"": ""pool1""}",False,0.4163109186941404,0.4143132890511261,0.0019976296430143092,False,0.41086999674474
ANP_MONTHLY,83,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w4""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.0410762088180266,0.0400852201757297,0.0009909886422969014,True,617.9859413615559
ANP_MONTHLY,84,agent,"{""combine"": ""weighted"", ""pool"": ""pool5"", ""weights"": ""w4""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.0339428178809758,0.0341407964970771,-0.00019797861610130335,False,181.85391922718554
ANP_MONTHLY,85,agent,"{""combine"": ""trimmed_mean"", ""pool"": ""pool4"", ""trim_pct"": 0.2}","{""combine"": ""mean"", ""pool"": ""pool_full""}",False,1.3444560672239785,1.3540299603385748,-0.009573893114596332,False,2.588018874210526
ANP_MONTHLY,86,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.6997518395826908,0.6997518395826908,0.0,False,0.0
ANP_MONTHLY,87,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",True,0.0439103108293716,0.0439103108293716,0.0,False,0.0
ANP_MONTHLY,88,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w5""}","{""combine"": ""mean"", ""pool"": ""pool1""}",False,0.2122076009180159,0.228602444832955,-0.01639484391493909,False,420.5989539919683
ANP_MONTHLY,89,agent,"{""combine"": ""best_single"", ""model"": ""ONLY_FT_catboost"", ""pool"": ""pool_full""}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",False,0.360371968355877,0.3304562149234419,0.029915753432435077,False,3892.753173973333
ANP_MONTHLY,90,baseline,"{""combine"": ""median"", ""pool"": ""pool_full""}","{""combine"": ""median"", ""pool"": ""pool_full""}",True,0.9555312468911724,0.9555312468911724,0.0,False,0.0
ANP_MONTHLY,91,agent,"{""combine"": ""weighted"", ""pool"": ""pool3"", ""weights"": ""w3""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.0283458780234246,0.0303411990445356,-0.0019953210211109997,False,219.49086802341844
ANP_MONTHLY,92,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.6326003105381068,0.6326003105381068,0.0,False,0.0
ANP_MONTHLY,93,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w3""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",False,0.4925248854218287,0.5194318408755384,-0.02690695545370969,False,2.172827248019429
ANP_MONTHLY,94,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w3""}","{""combine"": ""mean"", ""pool"": ""pool_full""}",False,0.0394160839824769,0.0383112923352422,0.0011047916472347041,False,603.8306495658035
ANP_MONTHLY,95,agent,"{""combine"": ""weighted"", ""pool"": ""pool2"", ""weights"": ""w2""}","{""combine"": ""mean"", ""pool"": ""pool2""}",False,0.0351193511420598,0.0354017646099139,-0.00028241346785409793,False,97.89715477546997
ANP_MONTHLY,96,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.0447910660912055,0.0447910660912055,0.0,False,0.0
ANP_MONTHLY,97,agent,"{""combine"": ""weighted"", ""pool"": ""pool3"", ""weights"": ""w3""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.0300063393312741,0.0313796961970041,-0.0013733568657300008,False,97.19228327099336
ANP_MONTHLY,98,agent,"{""combine"": ""best_single"", ""model"": ""DWT_catboost"", ""pool"": ""pool_full""}","{""combine"": ""mean"", ""pool"": ""pool2""}",False,0.349154454275854,0.2995297847290677,0.04962466954678629,False,8.479087377142854
ANP_MONTHLY,99,baseline,"{""combine"": ""mean"", ""pool"": ""pool_full""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.057264696098221,0.0572043264954594,6.03696027615952e-05,True,4491.625886338879
ANP_MONTHLY,100,agent,"{""combine"": ""weighted"", ""pool"": ""pool1"", ""weights"": ""w2""}","{""combine"": ""mean"", ""pool"": ""pool1""}",False,0.1285775708089787,0.1284183236584196,0.00015924715055909422,False,21.745441251718148
ANP_MONTHLY,101,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}",True,0.4370461357824586,0.4370461357824586,0.0,False,0.0
ANP_MONTHLY,102,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.4446989211028581,0.4446989211028581,0.0,False,0.0
ANP_MONTHLY,103,agent,"{""combine"": ""weighted"", ""pool"": ""pool1"", ""weights"": ""w2""}","{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool_full""}",False,0.0273297295063142,0.0320937128780762,-0.004763983371761999,True,13334.63066957175
ANP_MONTHLY,104,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.6928912739682177,0.6928912739682177,0.0,False,0.0
ANP_MONTHLY,105,agent,"{""combine"": ""dba"", ""dba_max_iter"": 30, ""pool"": ""pool4""}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",False,0.0365890677120238,0.0379787943933856,-0.0013897266813618012,False,115.78302666000036
ANP_MONTHLY,106,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w3""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.0375234918063089,0.0411435371874788,-0.0036200453811698965,False,64.07145053965041
ANP_MONTHLY,107,agent,"{""combine"": ""weighted"", ""pool"": ""pool5"", ""weights"": ""w3""}","{""combine"": ""median"", ""pool"": ""pool_full""}",False,0.0496154212068119,0.0478812697211073,0.0017341514857045978,False,347.4043278512254
ANP_MONTHLY,108,baseline,"{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",True,0.0252155766157006,0.0252155766157006,0.0,False,0.0
ANP_MONTHLY,109,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w5""}","{""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}",False,0.031591455322146,0.0300850115470699,0.0015064437750761002,False,1485.8044181561418
ANP_MONTHLY,110,agent,"{""combine"": ""weighted"", ""pool"": ""pool4"", ""weights"": ""w5""}","{""combine"": ""weighted"", ""pool"": ""pool_full"", ""weights"": ""w1""}",False,0.1161226546278724,0.0641895589572129,0.0519330956706595,False,22681.909801337053
