serie,CREST,CREST sem agente
M4_WEEKLY_DATASET_160,58.333333333333336,58.333333333333336
M4_WEEKLY_DATASET_161,41.66666666666666,41.66666666666666
M4_WEEKLY_DATASET_162,83.33333333333333,83.33333333333333
M4_WEEKLY_DATASET_163,58.333333333333336,58.333333333333336
M4_WEEKLY_DATASET_164,50.0,50.0
M4_WEEKLY_DATASET_165,58.333333333333336,58.333333333333336
M4_WEEKLY_DATASET_166,66.66666666666667,58.333333333333336
M4_WEEKLY_DATASET_167,83.33333333333333,83.33333333333333
M4_WEEKLY_DATASET_168,50.0,50.0
M4_WEEKLY_DATASET_169,50.0,50.0
M4_WEEKLY_DATASET_170,66.66666666666667,66.66666666666667
M4_WEEKLY_DATASET_171,100.0,91.66666666666669
M4_WEEKLY_DATASET_172,58.333333333333336,58.333333333333336
M4_WEEKLY_DATASET_173,58.333333333333336,66.66666666666667
M4_WEEKLY_DATASET_174,83.33333333333333,83.33333333333333
M4_WEEKLY_DATASET_175,33.333333333333336,58.333333333333336
M4_WEEKLY_DATASET_176,66.66666666666667,66.66666666666667
M4_WEEKLY_DATASET_177,66.66666666666667,66.66666666666667
M4_WEEKLY_DATASET_178,50.0,50.0
M4_WEEKLY_DATASET_179,50.0,50.0
M4_WEEKLY_DATASET_180,41.66666666666666,41.66666666666666
M4_WEEKLY_DATASET_181,33.333333333333336,33.333333333333336
M4_WEEKLY_DATASET_182,41.66666666666666,41.66666666666666
M4_WEEKLY_DATASET_183,91.66666666666669,91.66666666666669
M4_WEEKLY_DATASET_184,83.33333333333333,83.33333333333333
M4_WEEKLY_DATASET_185,50.0,58.333333333333336
M4_WEEKLY_DATASET_186,66.66666666666667,66.66666666666667
M4_WEEKLY_DATASET_187,50.0,58.333333333333336
M4_WEEKLY_DATASET_188,50.0,50.0
M4_WEEKLY_DATASET_189,58.333333333333336,58.333333333333336
M4_WEEKLY_DATASET_190,75.0,83.33333333333333
M4_WEEKLY_DATASET_191,75.0,75.0
M4_WEEKLY_DATASET_192,58.333333333333336,58.333333333333336
M4_WEEKLY_DATASET_193,58.333333333333336,58.333333333333336
