dataset,dataset_index,iteration,tipo,limite,tamanho,dispara,antigo_json_valido,antigo_corte,atual_json_valido,atual_string_inteira_valida,atual_cabe_no_limite,atual_fallback_nota,atual_tem_marcador_antigo
NN5_WEEKLY_DATASET,26,4,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,handles,600,471,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,scratchpad_args,120,111,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,scratchpad_args,120,62,False,,,,,,,
NN5_WEEKLY_DATASET,26,4,ultima_observacao,1400,387,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,series_card,1800,705,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,pool_card,1800,1246,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,dataset_card,900,766,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,diagnosis,700,463,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,handles,600,521,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,scratchpad_args,120,111,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,scratchpad_args,120,62,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,scratchpad_args,120,54,False,,,,,,,
NN5_WEEKLY_DATASET,26,5,ultima_observacao,1400,134,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,series_card,1800,705,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,pool_card,1800,1246,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,dataset_card,900,766,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,diagnosis,700,463,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,handles,600,605,True,False,dentro_de_literal,True,False,True,False,False
NN5_WEEKLY_DATASET,26,6,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,scratchpad_args,120,111,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,scratchpad_args,120,62,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,scratchpad_args,120,54,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,6,ultima_observacao,1400,346,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,series_card,1800,705,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,pool_card,1800,1246,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,dataset_card,900,766,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,diagnosis,700,463,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,handles,600,605,True,False,dentro_de_literal,True,False,True,False,False
NN5_WEEKLY_DATASET,26,7,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,scratchpad_args,120,111,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,scratchpad_args,120,62,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,scratchpad_args,120,54,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,scratchpad_args,120,119,False,,,,,,,
NN5_WEEKLY_DATASET,26,7,ultima_observacao,1400,103,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,series_card,1800,705,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,pool_card,1800,1246,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,dataset_card,900,766,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,diagnosis,700,463,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,handles,600,689,True,False,dentro_de_literal,True,False,True,False,False
NN5_WEEKLY_DATASET,26,8,scratchpad_args,120,111,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,scratchpad_args,120,62,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,scratchpad_args,120,54,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,scratchpad_args,120,119,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,scratchpad_args,120,67,False,,,,,,,
NN5_WEEKLY_DATASET,26,8,ultima_observacao,1400,345,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,series_card,1800,705,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,pool_card,1800,1246,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,dataset_card,900,766,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,diagnosis,700,463,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,handles,600,689,True,False,dentro_de_literal,True,False,True,False,False
NN5_WEEKLY_DATASET,26,9,scratchpad_args,120,62,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,scratchpad_args,120,54,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,scratchpad_args,120,119,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,scratchpad_args,120,67,False,,,,,,,
NN5_WEEKLY_DATASET,26,9,scratchpad_args,120,131,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,26,9,ultima_observacao,1400,109,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,series_card,1800,705,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,pool_card,1800,1246,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,dataset_card,900,766,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,diagnosis,700,463,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,handles,600,771,True,False,dentro_de_literal,True,False,True,False,False
NN5_WEEKLY_DATASET,26,10,scratchpad_args,120,54,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,scratchpad_args,120,119,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,scratchpad_args,120,67,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,scratchpad_args,120,131,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,26,10,scratchpad_args,120,56,False,,,,,,,
NN5_WEEKLY_DATASET,26,10,ultima_observacao,1400,342,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,series_card,1800,705,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,pool_card,1800,1246,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,dataset_card,900,766,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,diagnosis,700,463,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,handles,600,771,True,False,dentro_de_literal,True,False,True,False,False
NN5_WEEKLY_DATASET,26,11,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,scratchpad_args,120,119,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,scratchpad_args,120,67,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,scratchpad_args,120,131,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,26,11,scratchpad_args,120,56,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,scratchpad_args,120,117,False,,,,,,,
NN5_WEEKLY_DATASET,26,11,ultima_observacao,1400,115,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,series_card,1800,705,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,pool_card,1800,1246,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,dataset_card,900,766,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,diagnosis,700,463,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,230,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,308,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,281,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,232,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,307,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,historico,320,236,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,handles,600,771,True,False,dentro_de_literal,True,False,True,False,False
NN5_WEEKLY_DATASET,26,12,scratchpad_args,120,119,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,scratchpad_args,120,67,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,scratchpad_args,120,131,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,26,12,scratchpad_args,120,56,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,scratchpad_args,120,117,False,,,,,,,
NN5_WEEKLY_DATASET,26,12,scratchpad_args,120,126,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,26,12,ultima_observacao,1400,115,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,1,handles,600,299,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,handles,600,394,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,2,ultima_observacao,1400,206,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,handles,600,490,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,3,ultima_observacao,1400,390,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,handles,600,490,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,4,scratchpad_args,120,129,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,4,ultima_observacao,1400,91,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,handles,600,574,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,scratchpad_args,120,129,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,5,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,5,ultima_observacao,1400,394,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,handles,600,662,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,6,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,scratchpad_args,120,129,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,6,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,6,ultima_observacao,1400,402,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,handles,600,746,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,7,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,scratchpad_args,120,129,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,7,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,7,ultima_observacao,1400,391,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,handles,600,746,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,8,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,scratchpad_args,120,129,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,8,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,8,scratchpad_args,120,122,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,8,ultima_observacao,1400,109,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,284,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,283,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,248,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,historico,320,231,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,handles,600,745,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,9,scratchpad_args,120,129,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,9,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,scratchpad_args,120,42,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,scratchpad_args,120,32,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,scratchpad_args,120,122,True,False,dentro_de_string,True,False,True,False,False
NN5_WEEKLY_DATASET,33,9,scratchpad_args,120,118,False,,,,,,,
NN5_WEEKLY_DATASET,33,9,ultima_observacao,1400,380,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,series_card,1800,701,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,pool_card,1800,1104,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,dataset_card,900,764,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,diagnosis,700,457,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,historico,320,239,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,historico,320,234,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,historico,320,309,False,,,,,,,
NN5_WEEKLY_DATASET,33,10,historico,320,283,False,,,,,,,
