serie,CREST,CREST sem agente
ANP_MONTHLY_0,0.3377401935342505,0.36216157748784
ANP_MONTHLY_1,0.1566219068398975,0.1324749615999798
ANP_MONTHLY_2,0.0298165239566226,0.0298165239566226
ANP_MONTHLY_3,0.326974042513407,0.3163544120858921
ANP_MONTHLY_4,0.0554574084768099,0.0554574084768099
ANP_MONTHLY_5,0.2077029886866983,0.2077029886866983
ANP_MONTHLY_6,0.5165176940007322,0.5165176940007322
ANP_MONTHLY_7,0.179748381609737,0.179748381609737
ANP_MONTHLY_8,0.5178248187637454,0.5178248187637454
ANP_MONTHLY_9,0.0310589985168487,0.0310589985168487
ANP_MONTHLY_10,0.2671263303046235,0.2671263303046235
ANP_MONTHLY_11,0.6751496520874638,0.6751496520874638
ANP_MONTHLY_12,1.1712945889793904,1.1712945889793904
ANP_MONTHLY_13,0.2183511315785136,0.2181910515051047
ANP_MONTHLY_14,0.0465690166555747,0.0465690166555747
ANP_MONTHLY_15,0.0469149284201095,0.0469149284201095
ANP_MONTHLY_16,0.1765543922163827,0.1765543922163827
ANP_MONTHLY_17,0.1498310309282669,0.1498310309282669
ANP_MONTHLY_18,1.431235658678295,1.431235658678295
ANP_MONTHLY_19,0.2210951377376384,0.2210951377376384
ANP_MONTHLY_20,0.121520810155854,0.1072970985723817
ANP_MONTHLY_21,0.032215943187125,0.0310580609446753
ANP_MONTHLY_22,0.2921382896545347,0.2921382896545347
ANP_MONTHLY_23,0.2673788974563772,0.2673788974563772
ANP_MONTHLY_24,0.0428679450718548,0.0428679450718548
ANP_MONTHLY_25,0.1674094247189606,0.167149440232034
ANP_MONTHLY_26,0.4794282275828871,0.4657746484170256
ANP_MONTHLY_27,0.3691443221050546,0.3691443221050546
ANP_MONTHLY_28,0.0456831834026362,0.0403201045663041
ANP_MONTHLY_29,0.3678648645571453,0.3678648645571453
ANP_MONTHLY_30,0.1437559899662447,0.1437559899662447
ANP_MONTHLY_31,0.4561794087374786,0.4561794087374786
ANP_MONTHLY_32,1.254101462494822,1.254101462494822
