DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;163951.44077276008;PR;gasolinac;arma;{'p': 14, 'd': 0, 'q': 8};12;12;13864.411787692394;0.036663111205239546;72.72727272727273;0.10952541748219999;0.32953755253291167;290590.40673669515;289071.5317071516;279861.77542808204;267408.54789148143;279457.01164072094;286651.56464999326;274217.8365630328;261396.33093214475;268961.43365408556;290468.03890514607;261377.22676457267;260931.1630771231
log;192600.35792602462;PR;gasolinac;arma;{'p': 22, 'd': 0, 'q': 2};12;12;16282.607162806285;0.04416767892332169;72.72727272727273;2.555298022541998;0.398485248487201;278635.37799820554;275461.73162776063;278631.0135256833;254282.38770207425;274086.8423245979;273869.48677475454;265403.8511508912;264844.32760090684;258165.62623859296;287215.6839946181;255844.2781690167;262898.8048228574
deseasonal;231410.00870377434;PR;gasolinac;arma;{'p': 1, 'd': 0, 'q': 1};12;12;14681.206876309607;0.03780889266143162;63.63636363636363;1.8247749657981385;0.34533511628704566;283270.5102239849;277826.8106780458;273543.41577647236;266618.5743731388;271746.8381765821;270742.21523298876;266559.8587626853;270490.77133310016;265003.67425036605;289996.56976512924;262632.80811018497;255117.06419030018
