DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
combination;6765.357339860426;MS;querosenedeaviacao;combination-mean;ARIMA-SARIMA-VARMA;12;12;373.0862022466459;0.18966740023339357;58.333333333333336;-0.774990120279738;2165.158957573879;1800.5272539712396;1843.7572168794993;1599.432814753502;1675.2313352982908;1977.7105910845603;1614.4229569818503;1837.293313074509;1661.136569933422;1981.3095377112004;1984.426217289526;1600.272628298355
