dataset_index;horizon;regressor;mape;pocid;smape;rmse;msmape;mae;test;predictions;start_test;final_test;description;origin;react_iterations_used;react_stop_reason;seed_floor_smape;seed_floor_rmse;ablation_config
0;12;orchestrator_laya_laya_v4_hybrid;0.29788342988209826;45.45454545454545;0.36216157748784;2166.3688843729565;0.3621580595508433;1885.7574570481347;[[5142.53, 5476.0, 5628.5, 8451.5, 7282.5, 6116.53, 5401.0, 6605.03, 5789.5, 4763.5, 5809.9, 5354.2]];[[4380.604046580304, 4028.8795776674997, 3655.0231528558324, 4106.077219906316, 4132.8141419, 3795.6106421234094, 4016.307230937894, 3998.7599504342106, 3990.1254746047366, 3985.0649369426314, 4115.8818376273075, 4986.452303842239]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""baseline"", ""loop"": {""final_attempt"": ""a3"", ""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.6884, ""gate_scores"": [{""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.688388, ""p_best"": 0.9957, ""origin"": ""baseline""}, {""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.690909, ""p_best"": 0.9638, ""origin"": ""baseline""}, {""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.70644, ""p_best"": 0.9888, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.723952, ""p_best"": 0.9936, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.72854, ""p_best"": 0.9647, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.74132, ""p_best"": 0.9935, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.75008, ""p_best"": 0.9775, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.767609, ""p_best"": 0.9797, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.769263, ""p_best"": 0.9916, ""origin"": ""baseline""}]}";baseline;1;;0.36216157748784;2166.3688843729565;laya_multilingual_laya_v4_hybrid_text_gate_staged
1;12;orchestrator_laya_laya_v4_hybrid;0.08818745567914547;72.72727272727273;0.09359552984717617;1917.9211541976551;0.09359526358424886;1648.6712997810612;[[17321.534, 18859.125, 15978.749, 17282.099, 17626.749, 17679.862, 16958.552, 20797.155, 19341.835, 18305.755, 19278.976, 17704.012]];[[16814.89785287, 17251.449860599587, 16010.74086390526, 16097.836879789502, 15446.353744638891, 16252.000273819996, 16480.378827356402, 17284.15355146641, 16654.623366676842, 16619.58093457421, 16574.412820466816, 15927.902154273863]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""gate"", ""loop"": {""final_attempt"": ""a5"", ""strategy"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.7013, ""gate_scores"": [{""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.613143, ""p_best"": 0.9953, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.618702, ""p_best"": 0.9442, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.652158, ""p_best"": 0.9944, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.666659, ""p_best"": 0.9458, ""origin"": ""baseline""}, {""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.684848, ""p_best"": 0.9924, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.692938, ""p_best"": 0.9951, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.698628, ""p_best"": 0.9425, ""origin"": ""baseline""}, {""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.701273, ""p_best"": 0.9962, ""origin"": ""baseline""}, {""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.711458, ""p_best"": 0.9726, ""origin"": ""baseline""}]}";gate;1;;0.11321870295730357;2240.3311731112544;laya_multilingual_laya_v4_hybrid_text_gate_staged
2;12;orchestrator_laya_laya_v4_hybrid;0.04890555283273055;90.9090909090909;0.04714574368196681;5138.851375154903;0.047145715058313394;3889.7021328399255;[[93130.2, 85161.9, 72440.6, 82384.8, 81450.828, 83151.625, 76231.5, 83911.1, 83812.025, 81287.9, 85070.866, 81789.2]];[[87474.39954316714, 82992.88875623255, 84974.21932489684, 85165.59981344579, 84328.86710494428, 87352.89530611364, 84768.55734718825, 85114.2469473155, 85026.17946825789, 84573.63986168578, 85741.50519542785, 83336.34752420297]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""baseline"", ""loop"": {""final_attempt"": ""a3"", ""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.6226, ""gate_scores"": [{""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.622588, ""p_best"": 0.9978, ""origin"": ""baseline""}, {""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.654545, ""p_best"": 0.9458, ""origin"": ""baseline""}, {""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.697074, ""p_best"": 0.9921, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.76209, ""p_best"": 0.9656, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.790672, ""p_best"": 0.9938, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.844304, ""p_best"": 0.9573, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.863804, ""p_best"": 0.9889, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.931422, ""p_best"": 0.9898, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.985013, ""p_best"": 0.9522, ""origin"": ""baseline""}]}";baseline;1;;0.04714574368196681;5138.851375154903;laya_multilingual_laya_v4_hybrid_text_gate_staged
3;12;orchestrator_laya_laya_v4_hybrid;0.2554061366009068;81.81818181818181;0.30860586322396977;3053.380902379166;0.30860402451755503;2597.8814572263595;[[7603.876, 6976.942, 6700.957, 9677.861, 8741.862, 9460.969, 10039.951, 10081.468, 10205.921, 10409.549, 11826.809, 10400.819]];[[7555.032270533225, 6995.115631799231, 6605.875672262632, 6775.195656649355, 6665.0398201889475, 6669.782767919999, 6068.133109960294, 6541.407605657777, 6693.549455392309, 6564.516344977499, 6985.366906971333, 6869.738534569545]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""gate"", ""loop"": {""final_attempt"": ""a1"", ""strategy"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.654, ""gate_scores"": [{""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.642424, ""p_best"": 0.9466, ""origin"": ""baseline""}, {""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.65397, ""p_best"": 0.9966, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.663081, ""p_best"": 0.9722, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.664387, ""p_best"": 0.9724, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.666511, ""p_best"": 0.9952, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.674143, ""p_best"": 0.9716, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.675518, ""p_best"": 0.9933, ""origin"": ""baseline""}, {""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.676335, ""p_best"": 0.9789, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.677424, ""p_best"": 0.9928, ""origin"": ""baseline""}]}";gate;1;;0.3040671304120563;2999.0636557173293;laya_multilingual_laya_v4_hybrid_text_gate_staged
4;12;orchestrator_laya_laya_v4_hybrid;0.051075273992509794;72.72727272727273;0.05174915101925457;3204.545975238474;0.051749103313752466;2813.032278192;[[58169.7, 57787.0, 47477.7, 50767.5, 52987.0, 54400.7, 50523.9, 57335.2, 56685.0, 55975.3, 60210.8, 54137.35]];[[54917.19680083853, 53501.854965737, 51412.61191705423, 53312.34636105427, 53071.3489188325, 53421.00632482841, 53421.00632482841, 53481.00705996, 53544.36434832095, 53409.43519542052, 54618.30680962564, 53512.70467873435]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""gate"", ""loop"": {""final_attempt"": ""a1"", ""strategy"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.7568, ""gate_scores"": [{""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.660606, ""p_best"": 0.9595, ""origin"": ""baseline""}, {""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.718482, ""p_best"": 0.9774, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.750114, ""p_best"": 0.9611, ""origin"": ""baseline""}, {""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.756808, ""p_best"": 0.9969, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.767248, ""p_best"": 0.9917, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.781836, ""p_best"": 0.9874, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.810308, ""p_best"": 0.9621, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.826282, ""p_best"": 0.9615, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.830721, ""p_best"": 0.988, ""origin"": ""baseline""}]}";gate;1;;0.052025771844507046;3230.0158725617957;laya_multilingual_laya_v4_hybrid_text_gate_staged
5;12;orchestrator_laya_laya_v4_hybrid;0.2584910991203881;45.45454545454545;0.21725820178961575;26.84169413355757;0.21714766259305152;21.88226597032956;[[100.33, 79.59, 70.15, 103.42, 122.78, 61.93, 74.31, 146.05, 122.32, 122.5, 128.423, 107.25]];[[89.96988376121212, 110.41234798137933, 100.26963216366667, 115.47699680421053, 114.18262070999997, 114.18262070999997, 114.18262070999997, 114.83900402, 122.22219272518518, 153.64268292545458, 126.26375198000004, 93.35525645435897]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""gate"", ""loop"": {""final_attempt"": ""a2"", ""strategy"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.6829, ""gate_scores"": [{""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.648834, ""p_best"": 0.9942, ""origin"": ""baseline""}, {""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.672727, ""p_best"": 0.9903, ""origin"": ""baseline""}, {""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.682943, ""p_best"": 0.9977, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.725624, ""p_best"": 0.9819, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.751355, ""p_best"": 0.9885, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.753488, ""p_best"": 0.9962, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.761416, ""p_best"": 0.9961, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.788829, ""p_best"": 0.9944, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.825755, ""p_best"": 0.989, ""origin"": ""baseline""}]}";gate;1;;0.20770298868669831;27.20657390251988;laya_multilingual_laya_v4_hybrid_text_gate_staged
6;12;orchestrator_laya_laya_v4_hybrid;0.36785861062137976;72.72727272727273;0.47975306614453334;4762.188692159814;0.47975025626702755;4125.344172441786;[[6366.518, 6620.585, 5717.92, 11246.235, 10922.87, 12106.33, 12117.655, 13377.192, 11687.995, 10140.943, 10216.482, 9791.577]];[[6662.763942454286, 6109.498305962858, 5481.492004824286, 5955.349730638571, 5694.809492842856, 5818.69134876, 5779.304159392857, 5981.956069615714, 6096.047891215714, 5833.873151038571, 6102.602357901429, 5884.2753609599995]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""origin"": ""gate"", ""loop"": {""final_attempt"": ""a6"", ""strategy"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.6343, ""gate_scores"": [{""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.614828, ""p_best"": 0.8615, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.618247, ""p_best"": 0.9904, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.630706, ""p_best"": 0.8944, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.633234, ""p_best"": 0.9118, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.634311, ""p_best"": 0.9914, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.635755, ""p_best"": 0.991, ""origin"": ""baseline""}, {""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.662922, ""p_best"": 0.906, ""origin"": ""baseline""}, {""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.666667, ""p_best"": 0.9225, ""origin"": ""baseline""}, {""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.675226, ""p_best"": 0.9898, ""origin"": ""baseline""}]}";gate;1;;0.484181992209826;4789.197411371119;laya_multilingual_laya_v4_hybrid_text_gate_staged
7;12;orchestrator_laya_laya_v4_hybrid;0.16057666046620547;54.54545454545455;0.16090102971762962;104.24615726541226;0.16088377295652087;77.33265667720066;[[386.418, 364.438, 321.313, 404.599, 407.296, 410.125, 427.097, 439.507, 412.189, 514.152, 634.639, 741.093]];[[444.82782444000014, 479.798830375862, 433.81366585578934, 452.36162974480004, 400.3796962804546, 436.89800231428575, 435.25028448842096, 435.500058678421, 456.84708128166665, 430.8015719044001, 443.5479782273914, 512.0841332837499]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""gate"", ""loop"": {""final_attempt"": ""a1"", ""strategy"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.6817, ""gate_scores"": [{""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.648485, ""p_best"": 0.9892, ""origin"": ""baseline""}, {""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.681674, ""p_best"": 0.9975, ""origin"": ""baseline""}, {""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.695873, ""p_best"": 0.9905, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.818211, ""p_best"": 0.9804, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.820661, ""p_best"": 0.9862, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.845017, ""p_best"": 0.99, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.845488, ""p_best"": 0.9845, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.853715, ""p_best"": 0.9882, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.864002, ""p_best"": 0.9904, ""origin"": ""baseline""}]}";gate;1;;0.16490582352154584;107.16240954405932;laya_multilingual_laya_v4_hybrid_text_gate_staged
8;12;orchestrator_laya_laya_v4_hybrid;0.42266522506489074;54.54545454545455;0.5485385098463251;789.9131891863926;0.5485170761236374;719.7753735318851;[[1167.948, 1141.0, 1155.5, 1387.44, 1392.5, 1585.0, 1500.474, 1933.403, 2023.0, 1862.222, 2144.0, 2088.56]];[[867.917184365, 893.5284833361538, 716.7528453312964, 892.2767894905264, 891.3471092263159, 911.4487689440001, 899.2854776019999, 876.4335716450001, 884.0443612884209, 882.7369717963156, 922.4304693876923, 1105.540485204659]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""gate"", ""loop"": {""final_attempt"": ""a2"", ""strategy"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.7076, ""gate_scores"": [{""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.68114, ""p_best"": 0.9787, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.704489, ""p_best"": 0.9849, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.706004, ""p_best"": 0.9832, ""origin"": ""baseline""}, {""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.7076, ""p_best"": 0.9888, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.714522, ""p_best"": 0.9073, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.719441, ""p_best"": 0.9167, ""origin"": ""baseline""}, {""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.721212, ""p_best"": 0.979, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.753684, ""p_best"": 0.9247, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.760939, ""p_best"": 0.9854, ""origin"": ""baseline""}]}";gate;1;;0.5178248187637454;777.3990684859924;laya_multilingual_laya_v4_hybrid_text_gate_staged
9;12;orchestrator_laya_laya_v4_hybrid;0.04743279028795405;72.72727272727273;0.04597031932195931;11813.381127378618;0.04597030779896649;9190.00664477452;[[228339.225, 199492.058, 175701.533, 194692.41, 196841.09, 200933.679, 185958.712, 196822.054, 201842.237, 197060.802, 206613.169, 201264.663]];[[212637.45022471368, 199324.953392876, 204291.7214689305, 205494.36721583002, 203087.5341389965, 209351.48161639197, 201289.09022258746, 203389.75271068048, 203664.50299505735, 203293.29881709683, 203616.6240278816, 208670.08619719438]];2023-12-31 00:00:00;2024-11-30 00:00:00;"{""strategy"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""origin"": ""gate"", ""loop"": {""final_attempt"": ""a1"", ""strategy"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""iterations_used"": 1, ""stop_reason"": """", ""trace"": []}, ""score"": 0.6797, ""gate_scores"": [{""id"": ""a1"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool_full""}, ""score_val"": 0.666667, ""p_best"": 0.9931, ""origin"": ""baseline""}, {""id"": ""a2"", ""spec"": {""combine"": ""median"", ""pool"": ""pool_full""}, ""score_val"": 0.675613, ""p_best"": 0.9923, ""origin"": ""baseline""}, {""id"": ""a3"", ""spec"": {""combine"": ""dba"", ""pool"": ""pool_full"", ""dba_max_iter"": 30}, ""score_val"": 0.679745, ""p_best"": 0.9979, ""origin"": ""baseline""}, {""id"": ""a9"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool3"", ""trim_pct"": 0.2}, ""score_val"": 0.748481, ""p_best"": 0.9934, ""origin"": ""baseline""}, {""id"": ""a8"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool3""}, ""score_val"": 0.754761, ""p_best"": 0.9843, ""origin"": ""baseline""}, {""id"": ""a6"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool2""}, ""score_val"": 0.795842, ""p_best"": 0.9767, ""origin"": ""baseline""}, {""id"": ""a7"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool2"", ""trim_pct"": 0.2}, ""score_val"": 0.798165, ""p_best"": 0.9915, ""origin"": ""baseline""}, {""id"": ""a5"", ""spec"": {""combine"": ""trimmed_mean"", ""pool"": ""pool1"", ""trim_pct"": 0.2}, ""score_val"": 0.815748, ""p_best"": 0.9938, ""origin"": ""baseline""}, {""id"": ""a4"", ""spec"": {""combine"": ""mean"", ""pool"": ""pool1""}, ""score_val"": 0.829432, ""p_best"": 0.9883, ""origin"": ""baseline""}]}";gate;1;;0.048589217179448474;12303.736620211985;laya_multilingual_laya_v4_hybrid_text_gate_staged
