DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;117355.8064474588;CE;gasolinac;rf;{'n_estimators': 200};12;12;7442.861376845791;0.04975397322481171;63.63636363636363;1.5164850650863002;0.7623373328324928;125042.86471739922;126524.72310576655;124479.14681422622;125787.75344099112;125116.07570286754;124646.56990826687;124240.17619689147;127568.86647789477;123593.79804416018;127747.50047499227;127451.47608590731;123939.4941900189
log;196426.48154526987;CE;gasolinac;rf;{'n_estimators': 150};12;12;8307.97389299843;0.055642997023156206;45.45454545454545;2.1917293844975116;0.859199227778568;125343.05371241091;125404.21728388286;125102.29939917635;125056.36589496942;125040.2722265365;124382.43998974937;124389.44929410059;124154.54170305205;123899.0328659298;124188.4102404313;124470.79076489239;124380.8543634436
deseasonal;38673.1732475315;CE;gasolinac;rf;{'n_estimators': 50};12;12;9762.171366253497;0.057807835171541845;90.9090909090909;3.168481879617525;0.9006760437043942;117677.66941063535;108406.91250427942;115755.75715422418;107178.22823802503;127458.4420965576;133858.02408426395;133436.7896441481;138043.57969234337;130899.15611685655;137871.46595450788;122482.10481674319;107805.8240718638
