DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;368514.32895089494;RS;gasolinac;rf;{'n_estimators': 50};12;12;18705.23258549621;0.04317405965967978;54.54545454545455;4.133735879801472;0.7835677396380003;302181.485564302;298073.0781946775;292065.8617701163;292983.6193744405;305607.37035340833;300134.252784428;302488.4587681265;306490.59018350067;307346.6612745663;356241.776389338;317559.89809215226;296533.6882099239
log;934432.6610536893;RS;gasolinac;rf;{'n_estimators': 200};12;12;29647.283254586702;0.06102752605029641;27.272727272727273;6.318183551539638;1.1416217452431119;305265.44270866486;303901.58747247065;300862.091652393;300981.3746008973;300244.39368759096;299517.30546898535;299805.38896175276;298908.03923698183;297726.50876345806;296044.4672571245;295292.67310520634;295355.7469546809
deseasonal;338838.4851756256;RS;gasolinac;rf;{'n_estimators': 50};12;12;21490.420757726726;0.04850314646060592;63.63636363636363;3.8968867641981584;0.8634178094374693;301285.09401893476;289926.6392071446;287048.7943704026;279541.9417444549;294310.387274578;290672.5861880692;299471.1872593235;314482.51928759273;315161.9191933812;359909.3565082071;334291.18838282744;320691.3435880629
