train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;29236.549106898787;0.08074099248860607;72.72727272727273;-7.053100280764584;346290.3123478007;1.3820885813801143;332196.1855680739;324283.6590476668;329768.75481357763;323904.92038566316;338034.4712189783;349087.4942430111;341799.1004997399;338686.1755383842;355964.7715587197;364453.4590864413;351355.47663088585;357331.6136156954;-3.167882047430426;0.021920703196458245;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
1990-01_2022-02;2022-03_2023-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;18983.6077309244;0.03964192191528502;63.63636363636363;2.8643165307959007;299240.78739367874;inf;282666.3224268349;279695.45024285105;283874.1803225182;290166.9327554151;290697.5858922654;300266.4071798368;310040.60285955924;295148.3378320227;305567.05565191346;318229.8247638896;301636.5194047992;307713.20424797974;-2.699169133584968;0.07418215560444132;11;373;-3.448003816652923;-2.86931999731073;-2.5709145866785503;False
1990-01_2021-02;2021-03_2022-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;23899.832017583896;0.07010793284516359;36.36363636363637;5.229137957023583;659295.7999690934;0.61405111583871;274875.33904363;238319.48924441697;253412.6500294309;259522.20816985512;250416.3388369271;256407.93142100767;264424.17418997735;258350.86980376707;263538.4903708026;271617.7093624666;260759.32819548014;263116.70579526614;-2.684756027667279;0.07671349267268142;11;361;-3.4485948978753314;-2.86957971128312;-2.571053050314224;False
1990-01_2020-02;2020-03_2021-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;52596.404437914694;0.18945678189024232;54.54545454545455;-16.884711084021802;1039541.8265043119;1.029519296343033;310618.3329967145;301586.5284795871;289583.1355147281;293892.71260685986;313945.50512111053;308348.7340923903;299418.5445295172;302871.3759893249;321455.1920174174;313467.9765870655;299930.66820856545;309587.7995801753;-2.598981308428237;0.09320799310683253;11;349;-3.449226932880019;-2.869857365438656;-2.571201085130664;False
1990-01_2019-02;2019-03_2020-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;13808.715177914395;0.03688694813814269;54.54545454545455;0.3831858503996257;272009.8800010883;0.7549872725807454;307258.18499860214;286667.8443332862;287243.7738629381;278065.8301704046;294150.57677942433;294767.3889959013;292095.3115375499;289437.3450024671;306770.27002852986;307515.3083565852;292756.980105674;306851.49346599943;-2.521424488959105;0.11034815336744802;11;337;-3.4499043309021955;-2.870154885338925;-2.5713597190254385;False
1990-01_2018-02;2018-03_2019-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;18669.20188136393;0.04634089203990108;45.45454545454545;-1.3736741298194708;441321.25338932814;0.5426589222350932;312700.01000561443;288243.7978876306;287368.31380636967;284085.30297025054;301663.1198447671;298078.61038458964;288723.965316019;286322.1219955672;301271.8454320166;296811.4197270504;277720.7957478403;293099.2775370872;-2.5293615873541557;0.1084927792620346;11;325;-3.450632157720528;-2.870474482366864;-2.5715301325443787;False
1990-01_2017-02;2017-03_2018-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;13359.75961670667;0.03548644756813243;63.63636363636363;-0.2601401935989786;210567.5044178578;0.5296887504478727;300670.25156459864;292940.9364155428;284490.82417208777;282086.8691035371;297434.4967337857;306440.4728950777;300992.9950741469;294617.44636871637;315885.01867008844;314873.58410577395;301103.19050531555;306345.8286252455;-2.439274232683792;0.1309568975713396;11;313;-3.4514162625887037;-2.8708187088091406;-2.5717136883095675;False
1990-01_2016-02;2016-03_2017-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;18709.293199361622;0.04923722147287663;63.63636363636363;-1.1947964612751134;294994.6310476915;0.9081663176212305;301549.9152340763;286629.7830729774;283747.3335208234;282482.683206757;300071.61212254135;287950.06434921705;295812.08941781305;280389.06752534537;309964.613683126;299449.47682892234;285378.78200399247;309293.40365957224;-2.329520939306014;0.16262354566494008;11;301;-3.452263435801039;-2.871190526189069;-2.571911967527952;False
1990-01_2015-02;2015-03_2016-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;18425.7994918868;0.05422725923017335;63.63636363636363;-3.2300532805582525;290564.6107518132;0.7278500486434386;306683.1324468855;286906.7697097162;280189.5969497614;281313.32923801703;301044.29735644755;304568.83753744874;309185.60584081383;300010.8737656686;305514.02322422934;325239.79233539646;289056.30545922375;302110.0477248873;-2.403809983494146;0.14066395533643472;11;289;-3.4531816058796143;-2.871593390724642;-2.5721268156511536;False
1990-01_2014-02;2014-03_2015-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;26787.667409436217;0.06934508510973197;63.63636363636363;-4.04029379931202;422601.82574803825;1.2262978047204898;304449.4981569199;291171.8742654237;289276.67456921004;289624.36277409084;310054.14389044465;304545.87268942094;305513.27049033705;311302.5137420678;318555.3401148576;323493.46761496086;312572.3000537696;329980.54858701525;-2.2526851990959655;0.18768204858217474;11;277;-3.4541800885158525;-2.872031361137725;-2.5723603999791473;False
1990-01_2013-02;2013-03_2014-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;11662.392797713426;0.033452678991814436;54.54545454545455;1.284989653191294;229713.42125461376;0.38115577465612377;281351.5223485094;254055.75678386813;263055.34193548776;260909.87256656503;279116.4683279407;278315.6246383895;271366.98053590645;286835.7636589817;281735.68196744827;300691.16920533514;277772.31628731836;291703.78411292896;-2.3538116357080123;0.1551991474785121;11;265;-3.4552699038400827;-2.8725092359464526;-2.5726152830188678;False
1990-01_2012-02;2012-03_2013-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;17856.487725585263;0.047628170941292784;63.63636363636363;0.05813367701554358;281535.7785668006;0.26675747120205595;261516.44975598383;245472.5051036462;247599.95155542652;246486.05315879598;258282.1269230149;258242.67033724097;257051.11976918462;255797.0507329909;270255.3015540279;270810.74788837123;258138.60844037484;277437.32250999677;-2.300487575035794;0.17181076708523096;11;253;-3.4564641849494113;-2.873032730098417;-2.572894516864816;False
1990-01_2011-02;2011-03_2012-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;16717.26341233432;0.06061630821974973;72.72727272727273;-5.599841441652633;197860.97891490412;0.2116374107969477;251993.99682696583;232814.94860508034;235787.40985032837;240427.52252702994;248741.75232008152;249920.98193711438;249870.4752410859;246112.7055319005;264626.428436364;272959.3220571718;252830.5684693706;274718.31303035823;-2.500272531918963;0.11540802888155394;11;241;-3.4577787098622674;-2.873608704758507;-2.573201765981991;False
1990-01_2010-02;2010-03_2011-02;RS;gasolinac;ARIMA;(8, 2, 21);12;12;13821.062906399891;0.04047146151992272;72.72727272727273;2.330644479618337;163461.66347944425;0.10604649196705185;205370.1476012112;201406.19266399226;199968.2399203499;209814.85417568925;209143.10593006999;205524.83516773162;214712.80677596235;216585.555624649;212791.68623356038;227621.80382244173;224388.27863943917;227825.3415074102;-2.4235368138332225;0.13520320741680264;11;229;-3.4592326027153493;-2.8742454699025872;-2.5735414688888465;False
