train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;674.0075977090489;0.04029597051113648;54.54545454545455;-1.216889697517416;13278.637790851995;0.5577096962332004;12489.77798223195;12254.212676486462;12933.6539501643;13052.29614135861;13568.524417209084;13679.323381415408;13760.056627041467;13481.811917439278;13171.330495559612;13134.506108753269;12305.97749091293;12747.46397390281;-3.729995790818507;0.003710482444793677;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
1990-01_2022-02;2022-03_2023-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;1156.264449905424;0.07249535077940797;63.63636363636363;6.352036668918903;18243.8816765262;inf;11827.512155817416;11324.46326550746;11555.373620629896;11555.949819430092;12147.279469621124;12334.74282221796;12440.759298023815;12187.65176757608;12112.246597968502;12508.877715367116;11317.715960458978;11632.849335485384;-3.6233326028787896;0.0053303101964917955;17;367;-3.448294490928673;-2.869447722240253;-2.570982681065269;True
1990-01_2021-02;2021-03_2022-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;841.5756199012596;0.05767864333260481;72.72727272727273;3.842745520665327;9960.234532823673;0.6006632748559388;11050.036126525478;10707.338316374857;9994.295981640978;9934.780342281483;11573.852543916308;11882.465666437833;11893.773580671577;11527.110609488747;11459.498215597574;12620.785537776912;10944.248189178605;10494.932894911108;-3.5924646446364594;0.005906732472528774;17;355;-3.448905534655263;-2.8697161816205705;-2.5711258103550882;True
1990-01_2020-02;2020-03_2021-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;1507.9396188162978;0.12049524454771694;63.63636363636363;-2.68175575366973;23824.466745539048;0.8178162443461385;11551.992509594987;11278.378386141521;11298.158693530651;11026.53943561358;11758.611711077734;11886.505974816286;11717.591033711778;11680.034727170869;11351.333629269193;12115.058733822272;11465.840484793898;11225.532316626477;-3.584156764617762;0.006071240934248465;17;343;-3.449559661646851;-2.8700035112469626;-2.5712790073013796;True
1990-01_2019-02;2019-03_2020-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;894.7788162692387;0.06456846963756327;81.81818181818181;6.637395503892287;7070.081669951108;0.6434407494481368;10860.055878917328;10291.837503496521;10750.481211850973;10381.807104648202;11033.706950339805;11402.850972252607;11010.316383057354;11147.716104807641;10594.717456844062;11357.774921492766;10828.046919247588;10342.795552670956;-3.5233552832455097;0.007407153431573485;17;331;-3.4502615951739393;-2.8703117734117742;-2.5714433728242714;True
1990-01_2018-02;2018-03_2019-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;664.5866973025467;0.053732794557983264;72.72727272727273;2.611813204171605;7864.4924295399305;0.3756423105463225;10914.044255313322;10285.0631626006;10814.344347271108;10655.591014141426;10944.358437533268;11425.504910493177;11442.90907432782;10915.859658622761;10808.124072179276;11530.890650343237;10650.953234404984;10685.549841467042;-3.516480551373475;0.007573790052920298;17;319;-3.4510167751522642;-2.87064334231426;-2.5716201744283174;True
1990-01_2017-02;2017-03_2018-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;866.5501999336674;0.06552809260515248;72.72727272727273;4.764270360448175;10258.83204996109;0.505927294016298;10439.919428843283;10378.542568808556;10611.331087707207;10421.73806934509;11048.28172297129;11294.169962019007;11477.723347584899;11151.69878881995;10934.247818928712;11301.155995627802;10589.47300032744;10460.671142376623;-3.5091033934640925;0.007756354506219917;17;307;-3.4518314994261337;-2.8710009653519166;-2.571810878948318;True
1990-01_2016-02;2016-03_2017-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;861.7067523947899;0.0582038751337777;54.54545454545455;-3.137686680182021;16983.31634242386;0.42330858616572625;12056.8878145993;11357.311716687715;11571.72355032478;12181.059998860737;12112.422580109152;11522.005501651985;12061.37249598504;11321.361013660635;11012.236763649295;11997.777846285724;11501.899903829788;11746.376122983418;-3.376538258669084;0.011785161226325789;15;297;-3.4525611751768914;-2.87132117782556;-2.5719816428028888;True
1990-01_2015-02;2015-03_2016-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;1023.3075734069328;0.07485904055129254;63.63636363636363;0.20788490250116817;16147.264688180276;0.6103057042716683;11198.569632688768;10852.35336363496;10704.113858730228;10902.792313062233;11188.420504435082;11348.126161583126;12095.748024815926;11941.781160893552;11608.035096973643;12792.879861111875;12039.789067741536;11762.338090854499;-3.252845643323414;0.017122428347852187;15;285;-3.4535050041524245;-2.8717352599720294;-2.5722024776854417;True
1990-01_2014-02;2014-03_2015-02;AC;gasolinac;ARIMA;(12, 2, 17);12;12;1356.6258068834106;0.0966636747633595;72.72727272727273;9.195029719439331;16078.912724941541;1.1124387973338863;10337.17124183562;10259.032840663267;10289.072980968054;10184.985433337575;10778.778721672737;10860.713313715762;10862.923559194629;10752.020008437674;10638.927252507676;11143.61330727367;10582.094495198362;10418.783206646694;-3.0883328511974475;0.02742874478620478;15;273;-3.45453261164607;-2.8721859575020017;-2.572442854861866;True
