train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;39352.49359209224;0.2634236247851256;54.54545454545455;-25.09311038624903;779045.3018945621;1.6521374562614646;146272.58410941527;152465.42567794106;156763.7404242737;149357.1842894919;168802.2726960787;176395.83200338559;167444.17410593393;167727.33545423916;171118.39196543317;189697.6043515407;176495.95732552768;181987.65909141296;-4.002146069643994;0.0013993153987279855;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;13680.956365670061;0.09807117975463271;81.81818181818181;-3.5000692354906002;108291.34633830663;inf;115767.76887258956;119026.77128596578;129306.15151467806;127842.76022765561;133964.4472992657;128142.19218647084;125768.82918630351;126720.9982990626;124831.16507118227;146084.70576836177;130886.61352922469;134564.7336338397;-4.082593614124855;0.0010347157729592616;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;10422.479745359207;0.06928084814161674;72.72727272727273;4.669956916167532;123397.10853294954;0.47496944442727596;95121.95461914824;90064.32726369522;103906.7331874734;109124.74727313448;109925.05593864298;107913.08631180944;103260.59290690743;103882.48562959305;96572.25538730797;114485.33133852953;106778.9778660911;104300.00098228504;-3.9291370252042577;0.001830577175530969;12;360;-3.448645946352023;-2.869602139060357;-2.5710650077160495;True
1990-01_2020-02;2020-03_2021-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;11237.471315653018;0.10216302107164583;63.63636363636363;-6.4729326321214415;177443.01487125954;0.29905589973972846;97072.48410058967;99744.86738667259;99385.6872001313;93037.22337013438;104450.05285827743;103381.21760192014;98290.53633703869;101347.7942287123;98244.68740282765;107407.78334905072;99530.85000123372;99463.15618253515;-3.9148970515817734;0.0019279076781770327;12;348;-3.4492815848836296;-2.8698813715275406;-2.5712138845950587;True
1990-01_2019-02;2019-03_2020-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;13263.58585574631;0.12214266326397055;63.63636363636363;11.28660172341705;209550.73982546604;0.4077630468316389;99206.54535454069;87535.36527610259;79957.60767973977;87062.2038412943;83329.44692321107;89919.81111245911;84523.14560477479;85741.25459953399;81337.66686555781;87147.73865012075;77585.09771464224;71474.97972503946;-4.18166783216607;0.000707595529241789;12;336;-3.449962981927952;-2.870180642420163;-2.5713734527352607;True
1990-01_2018-02;2018-03_2019-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;11713.908671799272;0.09786030320455748;63.63636363636363;8.887754683972743;184944.14194543645;0.32477806680397153;114497.06209555706;103389.94434968744;101744.41495825251;96019.01213331676;96266.21292892874;93019.53940460143;85927.69922665274;85925.65939772024;80130.2055772104;87328.51216103407;76046.20717098529;70410.71128034027;-4.40788250415105;0.00028744180930089294;12;324;-3.450695263332383;-2.87050218926466;-2.5715449066453284;True
1990-01_2017-02;2017-03_2018-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;23098.03908949937;0.15899327069545952;72.72727272727273;-13.092130090467865;274366.9326047385;0.7285692027954882;139516.7079640027;136355.10681218957;135265.5997476665;134203.45957347762;141816.4431346036;147086.2616720733;145725.60476769484;141487.5761976439;142404.89799894855;155645.9528664757;143593.7577616367;142824.33045970768;-4.079820454204555;0.0010456440844724916;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;True
1990-01_2016-02;2016-03_2017-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;6463.932816452968;0.03923322803548086;63.63636363636363;2.1088563183044386;101890.97614857895;0.45978470888327627;124465.53605441785;124436.78889956826;123771.39547787618;121131.56083854543;131201.12454636168;124105.5610219744;129003.91465469093;128124.81971203237;121853.10265512812;139453.82729693764;122861.996903051;129781.53130879423;-3.6516792853355433;0.004846511785974885;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;True
1990-01_2015-02;2015-03_2016-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;15664.936234877005;0.11877151149281817;45.45454545454545;-10.9590835229358;370796.61154354364;0.9192325720876142;137302.2016956826;137482.70055211816;142456.88627962334;136917.45937631704;131171.95363042943;138272.35998604074;135592.58680709443;133097.40142112185;122757.24303130274;144727.6048350689;139939.66716984275;120290.6141257719;-3.873937565137284;0.00223524824532877;12;288;-3.453261605529366;-2.87162848654246;-2.5721455328896603;True
1990-01_2014-02;2014-03_2015-02;GO;gasolinac;ARIMA;(12, 2, 16);12;12;9324.563023235563;0.05804913622109124;63.63636363636363;0.13336990493011877;147059.08651010855;0.42905980692164536;137169.86786569812;134614.273658035;134993.96383872736;129094.32295899346;139479.2467911199;140702.60085061844;132415.24694847874;136493.68682563328;134570.4477389892;146221.31113346064;137381.90435092273;133851.59838431762;-3.661213032600259;0.004693012393208945;12;276;-3.4542672521624214;-2.87206958769775;-2.5723807881747534;True
