train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;5690.530190636763;0.08811079546059757;45.45454545454545;-5.415542399781772;134623.11166597926;0.969967216950258;59747.96524937483;58110.172079560296;57290.5141239864;57610.151397288624;59224.87090749375;57539.06008261184;58256.91566140755;59000.979569716765;58415.83983123911;58474.518509300804;59222.16103192871;58892.49753643685;-4.850246192510748;4.354521034763113e-05;13;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
1990-01_2022-02;2022-03_2023-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;3289.9869825618966;0.04247795836369042;72.72727272727273;-1.5749679061605542;38913.911070054906;inf;58589.31232332435;55347.218697073484;55973.63808434764;55111.73331513986;55290.73911920914;56077.34226154381;55795.10722607583;55899.38489128627;56501.01665465033;56358.74295232988;56546.86213547926;56958.112246156226;-4.928831820389714;3.0637145035702034e-05;13;371;-3.4480996560263386;-2.8693621113224137;-2.570937038891028;True
1990-01_2021-02;2021-03_2022-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;15163.493426360425;0.22610224145706884;9.090909090909092;23.984088469679737;598401.2352403337;3.2121164521800707;44416.86717178475;42288.56130968205;40031.110845960364;38548.06189129355;41904.43541054123;40211.774317428935;38719.322947001216;40567.90518848232;40094.57338736254;38747.37965738718;39711.65252251726;39697.497364437535;-4.821410581418444;4.94824500571223e-05;13;359;-3.4486972813047574;-2.8696246923288418;-2.571077032068342;True
1990-01_2020-02;2020-03_2021-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;5811.460358406851;0.08651613948731213;54.54545454545455;8.04565863704443;114602.87662841393;0.3072499327747715;40135.16835724207;39381.86461818121;39364.83430393679;38155.35884407303;39304.76987289934;39146.32752577549;38379.661724332436;38720.08228497897;39016.62010750661;38395.30086870449;38449.31889425333;38729.69494430609;-4.708447767682243;8.113097638292543e-05;13;347;-3.449336554273722;-2.8699055166063085;-2.571226758215748;True
1990-01_2019-02;2019-03_2020-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;2456.1491494289653;0.04924731120930343;72.72727272727273;4.572697154347772;29058.69769392193;0.12687353312320224;40769.02225287545;38675.88065091073;38248.60527305212;37370.50429604573;38562.16670643651;37354.58823455292;37313.811851415005;37622.333525331225;37120.272759434214;36812.41059371583;37099.68065472055;36678.29385942768;-5.052880002666849;1.7422761426496812e-05;13;335;-3.4500219858626227;-2.870206553997666;-2.571387268879483;True
1990-01_2018-02;2018-03_2019-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;4909.098338534033;0.09003917377258763;36.36363636363637;9.433950222479597;135465.81885235198;0.32945895805942604;42996.78629479637;41259.089980947625;39087.39377091185;39123.59361849549;40203.081815966434;38244.14362312812;38305.89905932706;38781.13582387404;37599.12046747947;37376.41914660957;37676.22188636943;36834.53395228905;-5.15345385544966;1.0934240202472654e-05;13;323;-3.4507587628808922;-2.870530068560499;-2.5715597727381647;True
1990-01_2017-02;2017-03_2018-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;4935.115304397277;0.08706697986497847;63.63636363636363;0.2736043146043893;77895.34343296103;0.5754487951715376;52974.056517784295;50872.09639040104;49864.05748466591;49876.801174802036;50265.399732208985;49795.90562445356;49959.83321618714;50098.98121628336;49857.470214983354;49943.478784406325;50037.2697592448;49877.3188527451;-4.9207653994819855;3.1769869150373214e-05;13;311;-3.451552879535732;-2.8708786756338407;-2.571745666091128;True
1990-01_2016-02;2016-03_2017-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;3448.4971443739114;0.0427151637002714;54.54545454545455;3.884551951175956;67939.30967479719;0.6940189423299556;49265.64839407402;50163.52369329271;49210.0406249293;48566.255695013555;50853.509509241485;49400.35526865519;49580.160667372256;50734.13152815003;50169.467428928234;50097.82952413963;51055.483391737886;50685.73718040326;-4.334218600638417;0.0003873556414828968;13;299;-3.4524113009049935;-2.8712554127251764;-2.571946570731871;True
1990-01_2015-02;2015-03_2016-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;9277.198028678988;0.18209146716692304;54.54545454545455;18.369498952608335;183332.552855995;1.042980152448518;45342.86061972559;42391.56107993485;39903.938029499106;38525.910984263945;38032.620368847114;38486.071652555955;37216.19140065742;36925.28972906375;36871.25639554154;36059.5567502762;35637.286769958024;35459.47908517136;-4.464572340332283;0.00022774824466297887;13;287;-3.453342167806272;-2.871663828287282;-2.572164381381345;True
1990-01_2014-02;2014-03_2015-02;MT;gasolinac;ARIMA;(3, 2, 7);12;12;8905.133343369358;0.14828355012850505;45.45454545454545;13.00469396483655;210904.51714250402;1.9288852850825935;49696.52900531525;48553.3703490957;48612.36361988945;46453.13495277175;48252.66313865992;48185.721057611416;46962.80347142131;47545.18072254947;47989.86714244817;47058.712095346935;47259.708460429465;47630.01879102919;-4.038453436648638;0.0012220162366198566;13;275;-3.454355055831705;-2.8721080938842976;-2.572401325619835;True
