DATA;MCPM;UF;PRODUCT;MODEL;SIMILAR-STATES;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;150033.34788189433;PE;etanolhidratado;VARMA;ALL;(13, 2);12;12;6889.596588948922;0.28925971055440336;50.0;16.01193611091809;24878.022722475187;2306.9775925552076;17576.431020769098;17599.184489450094;17957.20273950811;17616.50497204576;16999.416288505403;17549.974381329223;17205.2040204973;17239.830683514036;18148.722291950213;18094.832369347634
