DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;53188.25704932532;RN;oleodiesel;SARIMA;{'p': 4, 'd': 1, 'q': 4, 'P': 4, 'D': 0, 'Q': 6, 's': 12};12;12;2699.3502659596656;0.04928537659742118;54.54545454545455;3.866250511887934;1.2609574233995557;34751.339212162595;32957.09895264527;35259.323823820785;38349.31445319617;39115.31066477528;40131.69773469531;41158.35720128285;40768.39762252833;41734.5129957926;41326.95088084276;37411.76562933671;33460.35421387656;-3.579393301190708;0.006167426523393364;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;69061.56382433645;RN;oleodiesel;SARIMA;{'p': 2, 'd': 1, 'q': 5, 'P': 3, 'D': 0, 'Q': 2, 's': 12};12;12;3503.115895000487;0.07279246137079069;54.54545454545455;7.201767004253992;1.869031117920382;34598.6757355563;32608.3155364153;35013.381474584596;37266.764422060085;37632.64857552752;38731.689150067396;39255.535092569415;38993.092469844785;39850.869545222435;39452.28311768647;36042.496384258346;31142.285598242775;-3.454119584200233;0.009246610474197621;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log;103824.46971216057;RN;oleodiesel;SARIMA;{'p': 5, 'd': 1, 'q': 5, 'P': 2, 'D': 0, 'Q': 4, 's': 12};12;12;4388.006312783032;0.09601312272974181;45.45454545454545;9.742876426237634;2.4723658592918025;34224.2537221406;31724.30924233546;34084.23956613005;37228.50458482444;36836.74875577455;37709.937921764955;38317.51941920686;37123.85927628147;38597.26202537541;37923.36816969434;34431.216258501045;30322.122786500764;-3.6007825085243854;0.005746085477533096;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
