dataset,regressor,mape,smape,rmse,pocid,n_series,n_series_mape
ANP_MONTHLY,CREST,0.39682023142773915,0.22094915085193256,6440.956287143711,64.5854145854146,182,177
NN5_WEEKLY_DATASET,CREST,0.12311962162633164,0.11765502230059578,18.436639521055113,43.758043758043755,111,111
M4_WEEKLY_DATASET,CREST,0.0913800635322704,0.09229786866244175,426.26737226061095,59.05292479108635,359,359
ETTH1,CREST,0.24323740201460156,0.22757189325145918,1.4213287392138343,62.73291925465838,7,7
ETTH2,CREST,0.09772487823826174,0.1793930656358528,2.550353451885208,55.279503105590074,7,6
ETTM1,CREST,0.37761206170909273,0.4594118317055937,2.256450437369955,55.279503105590074,7,6
ETTM2,CREST,0.1452962255047417,0.16096366286247835,3.1691279245923427,45.3416149068323,7,7
