DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;R2;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;12986.453145556501;PB;glp;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;898.7400910732155;0.03532537350172003;66.66666666666667;3.5690519696925835;0.0886523684615369;20757.159168493574;19888.3543439871;20560.240396168407;21035.38052981118;21951.118857227873;21967.41591914922;21058.219866665753;20938.754070744795;19987.435474092134;21182.7817166519;20009.939121892723;18868.047492776204;-5.615834186574643;1.175009765208754e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;10991.550714769006;PB;glp;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;760.8183069223504;0.029325413444623392;66.66666666666667;2.7976218473710572;0.34690291232326653;21003.022484438145;20096.81416924489;20740.493469379042;21247.141380181733;22068.973829129383;22109.968570795852;21227.446809233785;21065.539561847327;20150.309578479824;21381.97001179822;20172.018145597784;18926.742777735177;-4.276546860001277;0.0004876385864651925;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
deseasonal-log;10994.690930136958;PB;glp;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;761.0359025441151;0.029315906880949438;66.66666666666667;2.7999794592189375;0.346529284644744;21004.287180066163;20094.375013804787;20730.755064872297;21240.696254179333;22069.248603760112;22117.725532862944;21233.740353552843;21063.68576114074;20148.300192106286;21379.121156348905;20175.31641946764;18927.12096849629;-4.284940211374509;0.00047165643873891037;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
deseasonal-diff;9469.372856612157;PB;glp;SARIMA;{'p': 2, 'd': 1, 'q': 4, 's': 12};12;12;873.5349417304972;0.03361731038222219;75.0;3.328131623564095;0.13905302958290489;20685.00763410648;19997.093787529026;20673.390916367283;20880.301082485585;21808.092223859472;21780.970312823156;21096.99124492457;21066.40464144385;20256.037969195084;21460.22928466587;20129.06369197843;18991.372119735715;-10.27065708015938;4.0097675867343264e-18;7;389;-3.447272819026727;-2.868998737588248;-2.5707433189709294;True
diff;16355.025398248476;PB;glp;SARIMA;{'p': 2, 'd': 1, 'q': 4, 's': 12};12;12;1506.8585605389815;0.06452896775168154;75.0;6.480152479313513;-1.561892004627044;20507.183897392504;19663.230563653226;20258.745603118015;20602.09561928813;21254.554119312867;21201.828522899974;20312.58703191772;20215.896562308866;19333.514230015786;20514.71718187714;19048.841940374714;17798.732957359374;-5.05675307584143;1.7115282403608505e-05;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log;13132.354463037542;PB;glp;SARIMA;{'p': 2, 'd': 1, 'q': 2, 's': 12};12;12;908.82450392978;0.03579379694863724;66.66666666666667;3.6137382756859306;0.06808587354794438;20718.28119379203;19849.68747556717;20529.9778304881;20987.940865742145;21954.808268877376;21981.842627422186;21063.55398400889;20951.720622451965;19997.86238407076;21221.867038123935;19997.46927723946;18834.81673697824;-5.625723341219744;1.1185917542094328e-06;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log-diff;16673.14545561057;PB;glp;SARIMA;{'p': 2, 'd': 1, 'q': 4, 's': 12};12;12;1536.0796136654453;0.06597339789752453;75.0;6.628510452338525;-1.6622160027313115;20435.907311986524;19659.656158277616;20214.564231021755;20571.50226977848;21218.95176130924;21153.77782022791;20273.333635146886;20191.029758766155;19332.635720968465;20439.57341022384;19013.27581103222;17825.85986194157;-5.005808219948596;2.1613175110044427e-05;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
