train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;470.754852955702;0.39486356016122487;18.181818181818183;44.52010950278483;16772.52924860028;1.015966826037147;471.4501874403686;519.9525718008596;507.4275261953104;512.6649636123375;540.7686561365068;528.3818500566289;509.79720291467913;452.5650135220028;458.44379738893224;450.4106159251949;469.1466939873767;514.9547285806808;-8.630960485220358;5.757390112692123e-14;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
1990-01_2022-02;2022-03_2023-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;97.55397567690261;0.12811988374345906;63.63636363636363;-0.14514814186946287;1543.506167941612;inf;574.5174261533402;577.4445662660102;648.3685892450599;659.3938581241039;523.7705137758326;481.73843688835063;423.2457907570935;377.1354436212767;391.5885266532419;442.95321033747916;484.74835749315116;578.1558831253285;-8.331304310162153;3.362812010115838e-13;1;383;-3.44753973676872;-2.8691160516676844;-2.57080585953957;True
1990-01_2021-02;2021-03_2022-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;139.95170187789404;0.23429116758240628;54.54545454545455;-5.514473367659515;2773.394411681954;1.5483776929498827;575.3192941836828;564.0328504537338;522.8374494906349;528.0903038476939;518.7030348938508;521.2135052346281;512.9442854696692;551.6982973664656;606.9774782683313;674.407069493558;596.2349369573701;548.9896570308166;-8.372895543587127;2.6329591541948844e-13;1;371;-3.4480996560263386;-2.8693621113224137;-2.570937038891028;True
1990-01_2020-02;2020-03_2021-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;182.137220170306;0.41606828992349615;63.63636363636363;-16.263216310605124;2907.2831860394854;0.6837173029425725;638.1409695200965;601.3560686061566;606.6434228514321;608.330542984902;634.9435107171983;678.7333359230144;690.6790539737389;708.7457337143588;670.1912263669237;649.1237839746019;627.3398984521187;613.2117755284803;-8.274042445349712;4.708737034857229e-13;1;359;-3.4486972813047574;-2.8696246923288418;-2.571077032068342;True
1990-01_2019-02;2019-03_2020-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;134.41729328368953;0.13713774516689473;54.54545454545455;14.460223543493434;2656.335552780863;0.5893971126017256;531.5705900758101;510.8321348368286;457.73565438207163;494.2684652237796;537.6925360790775;622.7331482830589;656.1418106391866;688.0257428876769;675.0836434658598;637.9362540508107;584.764034340325;578.8367719503552;-8.019819111378794;2.0909030068439753e-12;1;347;-3.449336554273722;-2.8699055166063085;-2.571226758215748;True
1990-01_2018-02;2018-03_2019-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;240.9451752439551;0.24448712386125138;63.63636363636363;20.673515355042845;3823.260177183355;0.9189558306322043;577.6768871067239;521.0512696606294;506.17682060745085;483.867137060561;480.35651813261524;501.3484579855988;538.7774972877601;574.9477501404535;569.852962680262;607.0968454747417;640.2154493556346;626.5735848374337;-7.978610515479661;2.660531122441745e-12;1;335;-3.4500219858626227;-2.870206553997666;-2.571387268879483;True
1990-01_2017-02;2017-03_2018-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;119.62878232390281;0.22494404392885248;54.54545454545455;-12.409918067611532;2370.660726820986;0.9142392428137013;575.0692645832557;569.9029599487045;513.2805259256377;548.2455291743805;544.464024677136;587.7178695965797;648.1632554064641;706.9772961814533;703.1953555223208;700.1920729793766;708.5827431883068;680.5039359692486;-7.817853375460288;6.794013003683795e-12;1;323;-3.4507587628808922;-2.870530068560499;-2.5715597727381647;True
1990-01_2016-02;2016-03_2017-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;200.97915395034929;0.2270756874663954;72.72727272727273;22.31752562310783;2395.8939665005505;0.9545339060880716;685.1273307621635;591.6489475440925;496.540712383593;389.6821231403276;353.0495793893696;402.6603810520013;392.8853212087293;427.0862932008283;443.3898952570415;517.614696447623;517.416430132468;541.1171404421008;-6.269639370900189;4.033761134020249e-08;2;310;-3.451621854687657;-2.870908950689806;-2.571761810613944;True
1990-01_2015-02;2015-03_2016-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;455.42818247745805;0.5558614375693767;63.63636363636363;58.7273495064707;7289.505965069044;1.5599750959428276;265.9753292989004;211.02980327412754;208.31147312412992;221.61903943398482;243.05943885024274;240.57078781325265;314.48950979219524;368.80500360475827;396.02723536352113;285.6333877523841;294.3725891786962;297.31835753903283;-3.041068707217645;0.031233051882008457;11;289;-3.4531816058796143;-2.871593390724642;-2.5721268156511536;True
1990-01_2014-02;2014-03_2015-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;248.89625129161254;1.7439585589677844;63.63636363636363;-79.5864972508453;4134.51534813045;0.9850902817682574;510.30679939977733;525.2044209365281;526.950383347417;506.8778624470152;495.24061184708415;501.32017920669296;503.8023498368076;501.98583436739136;502.9364181428947;512.0543869166261;513.0928296963068;513.3522902742335;-2.929193758381336;0.042056963645378934;11;277;-3.4541800885158525;-2.872031361137725;-2.5723603999791473;True
1990-01_2013-02;2013-03_2014-02;AC;etanolhidratado;ARIMA;(20, 1, 21);12;12;64.36592495666322;0.08904513469292219;54.54545454545455;7.787572367013476;1271.1100162673413;0.5715155577862144;430.8951952596319;426.12448413275047;491.1509912323012;468.82603751416883;472.20691551708035;505.69554746629944;470.125677880354;470.95165910685745;515.6419696750296;477.5392621788692;448.106498152686;488.12426052186873;-2.74177244821315;0.06708451775168506;11;265;-3.4552699038400827;-2.8725092359464526;-2.5726152830188678;False
