train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;2047.4505147423602;0.35211321450310634;45.45454545454545;40.768881460748375;48678.96731968193;0.8574985312422791;2489.2669765125474;2762.8431027140855;2671.199503137241;2652.3071909748555;2457.7519258339976;2290.0048915436323;2297.5289192333776;2253.5010919296806;2211.358346103401;2101.1647832805884;2068.843523557793;2081.686908118563;-2.9314373528344326;0.04181249698590202;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
1990-01_2022-02;2022-03_2023-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;906.3193805609661;0.20874186409710668;45.45454545454545;7.385481696315615;21493.094375165;inf;3735.018589345645;3081.457964759861;3605.104220899133;2906.2905739045264;3272.2955820411294;3274.7898848590553;3096.2473106542957;3112.369341405538;2927.1157411707895;2964.849196481881;2684.145631075888;2744.056170635358;-2.8179743784713756;0.055751771761222806;11;373;-3.448003816652923;-2.86931999731073;-2.5709145866785503;False
1990-01_2021-02;2021-03_2022-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;1364.3539168575073;0.27911008196011283;45.45454545454545;-9.179092687179422;32395.989777886905;0.8364814407834308;4115.329027969741;4119.947430759372;4054.006779064054;4242.972420001077;4557.2428076822525;4270.543158708672;4653.606682993268;4857.159382911672;5274.576142884242;5530.340905778633;5631.740178399489;5707.691492849766;-2.695607518234606;0.0748014493630325;11;361;-3.4485948978753314;-2.86957971128312;-2.571053050314224;False
1990-01_2020-02;2020-03_2021-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;1349.6016549562835;0.44254201399763354;27.272727272727273;-28.44154029647295;42773.98540060446;0.6259124180558183;4143.05922362431;4454.702776092336;4406.861599150015;4102.190497009383;4020.6349656398506;3965.8185679133003;4179.943755424855;4719.081758053729;4294.541762718992;4218.266775105559;4307.43421797157;4249.192939694445;-2.5983599485035977;0.09333670672151745;11;349;-3.449226932880019;-2.869857365438656;-2.571201085130664;False
1990-01_2019-02;2019-03_2020-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;1002.4141734462875;0.1705771299549996;36.36363636363637;17.352025708181493;27700.617853035234;0.564023061624288;3424.234136078166;3384.742965318862;3247.453362382169;3123.0702002511434;3272.097395151087;3444.2914655817035;3458.6906250757183;3612.9558011252557;3346.039417021326;3332.1592977232717;3419.8565842536054;3398.766050540312;-2.77795150079854;0.06149291339497957;12;336;-3.449962981927952;-2.870180642420163;-2.5713734527352607;False
1990-01_2018-02;2018-03_2019-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;1405.1690410168496;0.33864305527271915;81.81818181818181;37.35903774093814;11271.552682702033;0.8466672411723022;1946.7286779146793;1816.4206639009285;1898.3437411962684;2068.905679658641;1833.3514630292204;1968.2276290179907;2131.266881218852;2181.684813932998;2168.5271008892555;2163.7129103661705;2192.6200377787072;2170.968103114435;-2.4895825240607987;0.1180296280929351;11;325;-3.450632157720528;-2.870474482366864;-2.5715301325443787;False
1990-01_2017-02;2017-03_2018-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;508.49095290971064;0.18242638496003213;63.63636363636363;12.181550264823676;8049.695718056366;0.33097599477264;1912.171254505363;2006.3550566675588;2087.8521982346456;2019.8006988238292;2017.7743095657163;2148.626195651404;1931.768006748919;1904.1498279885668;1706.3053580923747;1792.7574354962808;1894.674263482538;1573.0255797142272;-2.604119209199022;0.09214889583409097;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;False
1990-01_2016-02;2016-03_2017-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;1195.7340806036902;0.4493709167683144;54.54545454545455;-36.58569933660064;23776.42573294153;1.0171111151616836;3166.7924231733573;3494.016526111495;3525.6888577144473;3793.6635740624292;4038.7436401534637;4070.819521788323;4163.888022488717;4228.171634411065;3889.528149595506;3727.322425413609;3646.944373881466;3249.9297350820734;-2.229244689230198;0.19580302150894968;11;301;-3.452263435801039;-2.871190526189069;-2.571911967527952;False
1990-01_2015-02;2015-03_2016-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;826.4008443580987;0.1667935636345231;45.45454545454545;5.999730571165491;19582.283181534065;0.5543526740518516;4115.2077534164855;4358.386945467129;4296.063458233559;4159.155925210791;3969.625468318191;4226.790545841385;4129.616278209454;4198.451902892134;4451.328466177791;4580.611904249045;4548.783314308875;4355.5662533897685;-2.3263115837483292;0.1636223153872451;12;288;-3.453261605529366;-2.87162848654246;-2.5721455328896603;False
1990-01_2014-02;2014-03_2015-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;1043.2461226364915;0.2475989977702253;81.81818181818181;25.73918516016775;8327.232548972443;0.8085105378036591;2935.446119452796;3190.8933017058303;2641.158817979891;2275.6331560291437;2558.480696797986;2602.6395604271806;2594.160004002585;2606.2840046966144;2747.129470078858;2961.4942542228578;2999.860848392573;2655.6957098597286;-2.1529688609621;0.22375541400383242;11;277;-3.4541800885158525;-2.872031361137725;-2.5723603999791473;False
1990-01_2013-02;2013-03_2014-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;1120.2686713529124;0.24324069683844948;45.45454545454545;26.338926022488913;26583.224159913207;0.5121859649355143;1859.7974936505684;1776.9889256965866;1917.249808567651;1804.7158276961407;1833.2270198871272;1945.0330492195624;1814.8690085533528;1847.454719132478;1673.3409271769606;1657.3319944933532;1860.5755892790735;1881.4364552133393;-2.0068095781094017;0.2835953415024639;11;265;-3.4552699038400827;-2.8725092359464526;-2.5726152830188678;False
1990-01_2012-02;2012-03_2013-02;MA;etanolhidratado;ARIMA;(7, 2, 21);12;12;988.3342283109714;0.39972217294917717;54.54545454545455;40.9089665064248;19631.718308411084;0.6054830651665225;2021.6648843112716;1772.668028622999;1467.46954415287;1497.5938866100084;1312.4083584627488;1264.7668954951557;1019.5236436793821;880.7358726413312;853.7014566374041;792.6452765169282;765.9657035936923;713.2562205264844;-1.8408824234288192;0.36036178670058516;11;253;-3.4564641849494113;-2.873032730098417;-2.572894516864816;False
