train_range;test_range;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
1990-01_2023-02;2023-03_2024-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;5902.1007233173705;0.40520961393217053;45.45454545454545;52.77123131609589;140446.13570533192;0.9454706344066779;4273.600134513122;4034.477325982139;3707.101158371807;3502.778666629759;3375.9015589685378;3190.2339419067903;3418.295446213983;3191.1008820414695;3033.5763567863205;3671.3973008334046;3285.1811545949927;3772.19956249704;-3.5845860832401137;0.006062639095428231;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
1990-01_2022-02;2022-03_2023-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;640.5577195039772;0.1267958619970849;36.36363636363637;-0.6294226180770521;17689.457788579653;inf;3920.8693256503157;4293.110961691072;3865.1125088683116;4823.540821614615;3985.513506502506;3585.505446486365;3564.1547079329653;3313.955372092357;3323.2184202653584;3267.8644659253205;3473.58086106902;3504.3777948871652;-3.483437690052168;0.008422777860072025;12;372;-3.4480516066132636;-2.869340997473759;-2.5709257824604;True
1990-01_2021-02;2021-03_2022-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;1734.8275852426596;0.3031350709174743;45.45454545454545;11.759756671301457;41209.55076887242;1.393420199743947;4668.624425690085;3657.405507609346;3231.9424514552175;3019.754384184306;3345.8436630563574;3273.4232971309802;3464.852809802064;4206.405947160465;3389.68867882331;4158.086072913755;4368.840094471934;3880.320491909853;-3.323778595730638;0.013848457428670649;12;360;-3.448645946352023;-2.869602139060357;-2.5710650077160495;True
1990-01_2020-02;2020-03_2021-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;1545.4771117914588;0.5085833922745399;63.63636363636363;-40.19215559910539;24683.31127447697;1.0863482874776684;4995.537440867939;4572.372374532777;4481.605226131441;4433.935722520385;4326.994839150148;4521.640322799796;4686.2110389652025;4925.537432526653;4437.944964703382;5300.835740193804;5123.527100356215;4738.897348203851;-3.2307704091761495;0.018271241218431725;12;348;-3.4492815848836296;-2.8698813715275406;-2.5712138845950587;True
1990-01_2019-02;2019-03_2020-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;654.3980026773286;0.11102672056194472;81.81818181818181;6.021291342048303;5184.3830660438825;0.392245167844357;4887.459589561162;3787.5028022105425;4649.12836733005;4388.222258995595;3341.400739130046;4048.9403554711716;4678.428337736503;5777.283530877494;5155.690023150836;5951.268347377732;4855.412670567948;4737.757077029363;-3.1581994698874203;0.022535378254012202;12;336;-3.449962981927952;-2.870180642420163;-2.5713734527352607;True
1990-01_2018-02;2018-03_2019-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;2683.283631952335;0.4344954061920127;63.63636363636363;43.4169146772697;42762.439790654484;0.9922501193315553;3068.765831002222;2324.812551327963;2936.239030422809;2045.1041886350577;2327.430510788532;2725.743677061949;2310.172935320137;3174.8163656017564;3174.6816889135007;3624.524499771954;2755.022139746963;2915.7738667410586;-3.041956098055371;0.031157688704239215;12;324;-3.450695263332383;-2.87050218926466;-2.5715449066453284;True
1990-01_2017-02;2017-03_2018-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;1014.8705559774646;0.16746020838859502;45.45454545454545;14.18271808798346;24047.64636488159;0.6755390077994776;1865.287326309868;2151.6052233622195;2276.0500005585004;2062.234467867865;2497.9990188476727;2452.064645474991;2363.958313973019;2693.414186584733;2745.857547223777;3357.138408302753;3108.409977174853;2733.5193902367546;-3.0118087001381153;0.03380623579281821;12;312;-3.4514843502727306;-2.8708485956333556;-2.571729625657462;True
1990-01_2016-02;2016-03_2017-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;1364.3108266490515;0.46326610016966585;45.45454545454545;-37.654203460745975;32508.10911646517;1.2273286764406317;3999.193292249837;3746.9306153367925;3960.8312612001214;4050.2624582150956;4617.5997207228;4285.806306677411;4471.693956797563;4605.236806930561;4189.618539310491;5161.905588845472;4712.487462802666;4442.459095693259;-2.6896016887452894;0.075854980145126;12;300;-3.4523371197407404;-2.871222860740741;-2.571929211111111;False
1990-01_2015-02;2015-03_2016-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;1461.9865034374873;0.20842676865985907;63.63636363636363;18.039446930653906;23155.54556359843;0.7678907794082266;5196.37110097794;4198.76736857049;4355.667064482241;3870.8310342542495;4281.691077744379;3937.560944849101;3919.3273484618894;3651.326248499386;3501.969945526535;4343.8159661563695;4118.732770814001;4513.792499310291;-2.5644233256145608;0.1005754052203714;12;288;-3.453261605529366;-2.87162848654246;-2.5721455328896603;False
1990-01_2014-02;2014-03_2015-02;ES;etanolhidratado;ARIMA;(14, 1, 23);12;12;779.2294702399269;0.14218630490815728;72.72727272727273;4.5389339845481675;9251.916701311999;0.6293376062953167;3479.4781616432124;3320.002422393771;3477.2732435893413;3527.594771653241;3643.410473483002;3345.898070211214;3514.9284725153507;3675.310119057812;3803.7288919300327;3976.006225071236;3414.5265356998293;3436.7478743702513;-2.518616959965893;0.11101007561180404;12;276;-3.4542672521624214;-2.87206958769775;-2.5723807881747534;False
