DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;99595.84293874845;MG;oleocombustivel;ARIMA;{'p': 2, 'd': 1, 'q': 14};12;12;3917.404821933591;0.37514181913139005;41.666666666666664;-35.57960107862081;12225.44700474334;12894.681186574562;14482.036031328402;14068.693621244094;14072.999835392711;14303.641829439064;14187.476226158426;14655.320716238644;14290.497158174932;14503.843328238041;13818.632915883238;14382.985613821065;-8.150877968208531;9.703823594663681e-13;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
deseasonal;131145.4688730307;MG;oleocombustivel;ARIMA;{'p': 14, 'd': 0, 'q': 2};12;12;5992.550994950352;0.5361869982670845;50.0;-49.32944994001095;14903.04080719383;13927.901317571319;17415.5372141728;17793.91808122402;18781.147355524994;20999.12224444355;16196.79337862302;15961.611416746691;14012.120391931207;13772.933307148207;12040.61117475629;9107.757387650006;-8.368283386975786;2.705390537444172e-13;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
deseasonal-log;109735.75355921018;MG;oleocombustivel;ARIMA;{'p': 9, 'd': 1, 'q': 11};12;12;5024.639264792383;0.4319330053928909;50.0;-37.14494571380273;13836.350776457693;12483.902837582435;16048.335824698474;16523.668403248128;18134.675650891295;19969.663661891027;15104.035276865918;14511.954097567985;12902.431739297517;11666.075665819348;10733.730276174516;7909.774836644186;-8.517358124325574;1.1246378945611455e-13;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
deseasonal-diff;207954.46610169706;MG;oleocombustivel;ARIMA;{'p': 13, 'd': 1, 'q': 6};12;12;9436.095828369323;0.8903005689943972;50.0;-86.99361208381644;15882.316081562069;16215.405100098462;19785.31007785941;20833.935727599364;22932.71499788929;25060.070901632636;21398.23733165769;20059.715989345714;18400.340011026416;18902.97189096227;17190.105032637373;14890.357163680113;-8.144173743239966;1.0092950050578985e-12;11;385;-3.4474498334928687;-2.8690765390453703;-2.570784795075055;True
diff;109003.88338543958;MG;oleocombustivel;ARIMA;{'p': 5, 'd': 0, 'q': 5};12;12;4986.312160752837;0.48012862316086397;50.0;-46.18687359507816;12887.811368000599;13612.655750887665;14565.720408752422;14405.668316835314;14882.04198524343;14722.561680332406;15448.969942160284;15882.176474299658;15743.331758786326;16050.842617256725;16070.826352151049;16748.480670281017;-8.92465621178971;1.0189948388670347e-14;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
log;115282.18989374969;MG;oleocombustivel;ARIMA;{'p': 12, 'd': 1, 'q': 5};12;12;3533.6693180202587;0.33464263798125676;25.0;-31.552263042980005;12059.762411320693;12652.535857583636;14416.642753138874;13901.708673979254;13449.9174837876;13427.533249231872;13710.410862287652;14683.325081347692;13598.765993250483;13571.615818835988;13173.044446743492;14253.998502323422;-8.264535670427723;4.979273974988033e-13;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
log-diff;99571.10600857758;MG;oleocombustivel;ARIMA;{'p': 5, 'd': 1, 'q': 5};12;12;3432.332504510277;0.32222141467758597;33.333333333333336;-30.622300477525272;11911.562097367805;12264.659325602575;12868.722038586875;12769.992630317194;13134.676142862523;13323.894829909743;13587.547083851257;13961.572665160893;13974.776300209205;14422.557934290102;14622.918425651345;14904.82249037611;-9.155285311273802;2.61988535116953e-15;10;386;-3.447405233596701;-2.8690569369014605;-2.5707743450830893;True
