DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;0.0;AP;oleocombustivel;ARIMA;{'p': 13, 'd': 0, 'q': 6};12;12;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-;-;-;-;-;-;-;-
deseasonal;3.729550810565115e+16;AP;oleocombustivel;ARIMA;{'p': 14, 'd': 1, 'q': 12};12;12;0.24529448710879265;859195307052764.5;0.0;-inf;-0.25582347926211313;0.19715653999697202;-0.1815599490503183;0.15378448712964116;-0.28717564237869064;0.24404608188023436;0.6246691763091536;0.04539633324872044;0.03665093400747893;-0.06584971215893248;-0.12751653122061246;-0.06972732345279756;-7.451766773003433;5.646133132181036e-11;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
deseasonal-log;3.413301750750865e+16;AP;oleocombustivel;ARIMA;{'p': 14, 'd': 1, 'q': 13};12;12;0.2132308944113507;786591018783860.6;0.0;-inf;-0.12583838344872955;0.23045279389735912;-0.20751416031484;0.15933173143014154;-0.3005233107181502;0.21011300904192942;0.4867370054723146;0.044557101987897946;-0.07920160929380099;-0.10860536656490649;-0.1287854175650549;-0.014239614306157639;-7.401758219394935;7.52302543085038e-11;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
deseasonal-diff;8.961005101526946e+16;AP;oleocombustivel;ARIMA;{'p': 11, 'd': 1, 'q': 12};12;12;0.5897862460908171;2057321682708019.8;0.0;inf;-0.27678557373469026;-0.058781147086569285;-0.3479565597267644;-0.06999227056516968;-0.42934933395114927;2.281743389120905e-06;0.2163386403560803;-0.4906154825711978;-0.48802204267767135;-0.8633366202211061;-1.0844642568333116;-1.1561619534201346;-7.129707858070124;3.5438748253109647e-10;12;384;-3.4474946672686824;-2.8690962436986855;-2.570795299750434;True
diff;0.0;AP;oleocombustivel;ARIMA;{'p': 13, 'd': 0, 'q': 13};12;12;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-;-;-;-;-;-;-;-
log;346.41016151377556;AP;oleocombustivel;ARIMA;{'p': 5, 'd': 1, 'q': 9};12;12;1.7763568394002505e-15;8.0;0.0;-inf;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;-5.143609045871093;1.1448078212884805e-05;4;392;-3.44714244478345;-2.8689414326247995;-2.5707127699396084;True
log-diff;346.41016151377556;AP;oleocombustivel;ARIMA;{'p': 5, 'd': 0, 'q': 6};12;12;1.7763568394002505e-15;8.0;0.0;-inf;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;1.7763568394002505e-15;-;-;-;-;-;-;-;-
