DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;30811.033856897913;MA;glp;xgb;{'learning_rate': 0.4, 'n_estimators': 50, 'subsample': 0.7};12;12;1563.8383987272282;0.04441154539996416;54.54545454545455;3.7382402703318607;0.9540486472425923;26660.436;26660.266;26602.205;26838.164;26881.812;26751.025;26077.504;26225.818;26047.418;25201.861;24962.584;24691.379
log;57110.678338025784;MA;glp;xgb;{'learning_rate': 0.4, 'n_estimators': 50, 'subsample': 0.7};12;12;1450.1320048469058;0.03976518835505909;9.090909090909092;3.5990318190973043;0.8630529251534564;26114.18;26118.885;26117.99;26090.904;26126.908;26126.012;26126.012;26098.918;26132.191;26650.271;26164.885;26186.828
deseasonal;17529.28560758004;MA;glp;xgb;{'learning_rate': 0.2, 'n_estimators': 50, 'subsample': 0.8};12;12;1482.0517377822096;0.04144781973350762;72.72727272727273;3.8858876321495295;0.8974251566698209;26145.909616452223;25541.27393796009;25684.510652593122;25296.262288893282;26310.91922084254;26482.131824222583;25764.710555299658;26467.73294454146;26159.438069610707;27559.84579122973;26377.899260644233;25328.834587710367
