train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;264.1103814980015;MG;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.1309702104517822, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;31376.92514289013;0.04183528696437281;90.9090909090909;3.246856903082436;124083.17459377488;0.7161430999804513;668450.2891628245;642136.461649656;668580.817174356;647557.1408169554;699771.7528884785;728462.2129996154;690852.8104131282;721175.9256741898;657498.6575959388;621068.2459703314;573455.2613520769;600594.7940297573;[31842.606837175437, -37332.625649655936, 38409.46582564409, 41819.84818304458, 15782.96411152149, 35644.184000384645, 31299.262586871744, 3426.2793258101447, 25718.67040406121, 32018.13402966864, 44469.61764792306, 2668.897970242775]
1990-01_2022-02;2022-03_2023-02;262.55132248811424;MG;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.15730743459890245, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;31769.844534205946;0.034120364732999287;81.81818181818181;1.3541557648523999;250592.31238046478;0.7961155288333629;628804.7524218835;626267.4804548164;652927.3589749549;643922.1376707979;686067.4887519418;724339.8595962587;688170.845672523;668902.786368675;624643.0040935768;597800.3966814971;592648.9527046642;547986.4774729275;[57595.756578116445, 8824.095545183634, 20707.48102504504, -382.9066707978491, -3927.2037519417936, 1766.9344037412666, -4273.120672523044, 25625.162631325074, 1456.565906423144, -7152.811681497144, -58738.653704664204, 63959.57152707246]
1990-01_2021-02;2021-03_2022-02;60.8915212280117;MG;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.15016474667613636, 'depth': 5, 'loss_function': 'RMSE', 'random_state': 42};12;12;43184.01378491;0.05757786138010456;45.45454545454545;3.5751115168188186;1021035.829806982;0.7910743212853981;581300.8291135754;591483.0926876784;586799.7030399251;599594.432751422;630320.1874530581;626397.7433833758;651057.3496064629;663748.1580233158;618819.8875701263;599527.1300142929;554519.7094154718;508432.71080686466;[82758.6218864246, 18080.685312321642, 36636.7279600749, 26034.841248577926, 57330.0155469419, 75141.7496166242, 11938.753393537132, -13196.748023315798, -24489.488570126356, -9904.466014292906, -36528.42741547176, 43594.54519313539]
1990-01_2020-02;2020-03_2021-02;81.90394925000146;MG;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.13040943166208413, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;37690.36005256353;0.05419165968077999;63.63636363636363;1.0625010770714851;594354.5428079414;0.9206621826787105;554559.6217930117;573676.2792303266;600159.9917571264;575346.0173032698;626495.1394359117;633389.2180378485;633020.2988025098;648460.1978367188;575267.9774974614;546552.6383896221;508508.72135128756;495078.9242580859;[6131.3012069882825, -82744.83523032663, -61017.005757126375, 15499.989696730161, 25797.65256408835, 12039.92096215149, 24612.362197490176, 13789.995163281215, 17683.376502538682, 27283.109610377927, 56114.95464871242, 19666.333741914073]
1990-01_2019-02;2019-03_2020-02;41.06277275690809;MG;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.02044016869474359, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;24734.379587734613;0.03831060779769786;81.81818181818181;-1.017986916774476;195143.35673941614;0.6465940074404413;575391.9136403735;576890.9873388577;575343.7080280978;593208.3809207806;606981.5681966576;617213.8470786453;610908.4471829075;613377.5236104237;584069.1803573703;555422.3417325509;529013.9934780159;533645.7297234265;[-33690.89764037356, -10204.62833885767, 12769.80897190224, -32435.02692078054, 24593.764803342405, 17393.334921354777, -14775.807182907476, 41351.81038957636, -1162.330357370316, -36675.97373255086, -17131.86847801588, -20285.643723426503]
1990-01_2018-02;2018-03_2019-02;152.85908686416224;MG;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.09097019330173262, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;46962.011490193145;0.05255465012098683;63.63636363636363;-2.8832802284585926;740529.4425062586;0.8681636285195415;604437.4672516612;568541.8803654414;609097.9025363495;601889.8960554267;623157.5594275651;665189.087408264;611981.3194861131;631621.2527405985;569985.101144182;524144.8405237525;535665.0536957764;506382.51574716973;[-18909.94425166119, -864.6213654414751, -149858.57153634948, 31633.538944573374, -13718.759427565034, -24787.643408264033, -31728.705486113206, -7817.139740598504, -15603.301144181984, 15982.607476247475, 1387.5563042236026, 16651.677252830297]
1990-01_2017-02;2017-03_2018-02;90.42810147767887;MG;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.09086647136553375, 'depth': 5, 'loss_function': 'RMSE', 'random_state': 42};12;12;14972.176555124748;0.017122955909416746;81.81818181818181;0.18253885916679083;117986.46579800874;0.5674527279485011;577429.8377250624;562658.0512796966;589621.0227691989;582621.7287322455;601721.1006515999;634057.770615462;614673.0351307493;610396.9415305735;562454.9509812201;532272.0913871179;516932.36311613634;485454.35817767633;[27688.69027493766, -37255.85647969658, -2795.148769198917, 14781.926567754475, 1125.850248400122, -4435.25871546194, -1125.3054307493148, 4708.162469426519, 15100.66671877983, -5895.983687117812, 1234.5798838636838, -568.4341776763322]
1990-01_2016-02;2016-03_2017-02;84.99826076999307;MG;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.2980986890860963, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;25065.33293008465;0.035323584472516996;63.63636363636363;-1.257738853952569;395060.5821933427;1.0120103712861934;548923.3419493414;551647.6147977056;571423.345751974;591049.3948350705;604058.4355755826;613020.8913399087;624038.7246269127;595615.3190435787;569470.0594856761;542751.4167257736;509659.2629400924;561388.6723618858;[37182.9680506587, 20830.47120229446, 707.4662480260013, -11763.709835070418, -14546.445575582562, 15514.907660091296, -19421.397626912687, -8395.8730435787, -16869.524485676084, -18143.79872577358, -7200.7402400924475, -63389.764161885774]
1990-01_2015-02;2015-03_2016-02;80.78515159711242;MG;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.0556677030387672, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;60519.28345281958;0.09664021841480645;63.63636363636363;-9.662094324295008;955465.6181784823;1.0806354202311643;627709.6921227897;616187.5253928304;647200.6877929763;648022.8371575094;679185.9232709496;688451.6216398117;694144.4768511374;689356.6984717542;615903.0433022153;572472.7742952988;533990.6423488493;529295.2451641735;[-51007.84242278966, -45084.54439283034, -77909.25579297624, -60072.78715750936, -57302.74927094963, -86004.69593981165, -88165.47265113739, -54449.677171754185, -56542.80260221532, -21609.413095298805, -67485.76034884935, 1132.3378358264454]
1990-01_2014-02;2014-03_2015-02;132.67199015105143;MG;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.19874323991834994, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;43472.30024132323;0.0549357435273169;72.72727272727273;-3.768067075218793;514418.1674373166;1.2172137582871796;621598.0010303543;642909.8739631538;659793.3628800274;646974.8005838479;681469.7537725309;679933.5480481399;681712.2711192457;664532.037571934;625281.90382066;589553.0032627952;586920.9946651828;611812.6810455596;[-22860.11203035433, -28215.883963153814, 2684.3741199725773, -39401.3345838479, -23596.10477253096, -9287.188048139913, -5220.495119245723, 46251.37242806598, -33635.79082065995, -22364.488262795145, -21665.451965182787, -122021.71604555956]
