train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;185.2046836288646;GO;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.01489360249782811, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;15917.132424122667;0.045383903064555274;90.9090909090909;3.6333158742052047;62970.43830763177;0.7667500049920122;282038.2117145265;269382.5599198432;280031.71741733013;293384.7180345956;309312.09259535884;312637.41145193233;311940.9143224491;307479.5156121413;273458.96568596817;239851.57764021057;239199.0630217726;270436.0286069026;[31848.788285473478, -15436.51791984323, 11214.15558266989, 4685.715965404408, 20407.117404641176, 25822.60254806769, -1256.9213224491104, 8730.464387858694, 9300.27431403182, 16050.043359789444, 8316.284978227399, 8099.317393097444]
1990-01_2022-02;2022-03_2023-02;257.2490705018863;GO;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.24936884459311104, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;15103.384130078834;0.048332101178777044;81.81818181818181;-1.979012071666673;119224.7825679164;1.4457608686548489;269444.2268524681;264352.15264748986;273439.8141589932;291599.17092640465;322323.96145890653;297363.38583931717;315389.4868785454;327137.0083809699;272322.82785874134;230405.52099718543;235886.25905128283;272514.4743216909;[25707.041147531883, -14719.558647489845, 3196.2358410067973, -13336.63392640464, -12190.130458906526, 11983.950160682842, -14997.361878545373, -21960.058380969916, -12088.686858741334, 2882.506002814567, -22599.40605128283, 2681.3676783090923]
1990-01_2021-02;2021-03_2022-02;84.8161746347323;GO;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.14945208261701887, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;32106.71707351401;0.09810884202735311;81.81818181818181;6.5728994741543865;254139.58397387265;0.9995620597639878;226431.3308667814;236297.62265333673;245939.38048389464;257038.27733171117;275657.65049944614;270903.9955588969;285801.57143265475;292011.76100634737;275590.9741402164;249589.90591965633;223840.2142809781;226604.62367754214;[52865.78813321859, 11371.707346663257, 8953.939516105369, 20283.62366828884, 45486.149500553845, 41841.8124411031, 8925.591567345255, 33107.42899365263, -28264.26414021643, -24663.713919656322, -4536.15328097812, 50310.54032245785]
1990-01_2020-02;2020-03_2021-02;234.72017421014607;GO;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.10271536460858746, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;24509.35918473927;0.08597735813423657;81.81818181818181;5.664997972686391;193874.3036593749;0.9729904733127732;239973.86501920683;235282.56229809724;226085.38296600402;241175.4450044168;259302.83594657542;259074.85118216567;261988.70766958958;270442.22428427835;230062.1459053493;192352.44241230615;191497.909115589;219366.5181407912;[-5508.759019206831, -35487.13229809725, -1050.9209660040215, 8526.884995583183, 28070.384053424554, 18124.1188178343, 9941.922330410423, 31520.900715721655, 32162.446094650717, 40532.74058769384, 25825.010884411022, 17085.45385920882]
1990-01_2019-02;2019-03_2020-02;70.91159005276859;GO;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.18210827476361252, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;13579.093086457431;0.05118970212887675;90.9090909090909;-2.6587682894710856;53755.009091546744;0.8330910466660915;241465.97571220913;219652.47638701333;235479.35650911744;257194.68958924204;266946.7410479139;266474.029957417;260391.2774899139;258558.10564084508;217049.17454169644;193939.71538918844;203011.44541894918;226691.2650158711;[-22161.368712209136, -6023.3133870133315, -5449.43250911744, -24885.09658924205, 2869.658952086116, -6682.845957416983, -16124.309489913896, 12431.96835915494, 17320.461458303558, -11331.729389188433, -11679.947418949188, -2014.9690158710873]
1990-01_2018-02;2018-03_2019-02;104.01619888376445;GO;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.13784543145658346, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;16432.49068453383;0.06052934449794704;81.81818181818181;-0.13990814028501966;129803.4842629036;0.8848365973065557;224059.84470176251;210369.3878033232;218951.47384904858;241527.01129403384;253800.1550565703;256350.97049115648;254136.80795034746;271249.1619090111;229312.67345556058;186787.6030635791;176590.16105648683;209459.15800188712;[18276.094298237498, 141.8781966768147, -35407.83884904857, 5670.502705966152, 2485.8049434296845, 8222.286508843506, -12205.492950347456, -11468.353909011086, -20773.908455560566, 3063.8279364209156, 26032.526943513163, 12144.891998112871]
1990-01_2017-02;2017-03_2018-02;116.09870040696114;GO;oleodiesel;CATBOOST;{'iterations': 100, 'learning_rate': 0.15790271236604672, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;12035.902929788343;0.044743532538990084;81.81818181818181;2.088732276815651;94991.70294165115;0.8758613370084021;219967.37710346945;207108.14906137728;213640.2401957562;228866.5764190941;240960.99040686619;245536.93742627534;244212.13013071922;238231.5339845646;207435.89505040942;179433.99006205008;180004.42055059908;214073.99879507328;[4845.851596530556, -19912.537361377268, 9496.025504243793, 11406.628580905875, 12248.330693133816, 10040.926673724665, 2990.3053692807734, 19231.155715435394, 17619.04374959058, 588.251737949904, -116.4635505990882, -12556.55279507328]
1990-01_2016-02;2016-03_2017-02;196.14148611016572;GO;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.20840768325731754, 'depth': 8, 'loss_function': 'RMSE', 'random_state': 42};12;12;30333.885687026912;0.12934165718707652;72.72727272727273;-12.685496260131485;359926.54648559174;1.3259518204254732;240770.24374165325;242472.7352635575;261812.13953782184;268760.89931034663;279070.76274127373;276852.3113622833;264404.0846259929;251001.51804636366;221376.744122502;175744.19860065507;200862.54879290855;229763.27445772468;[-14584.269741653261, -33461.01526355749, -49758.50853782185, -39951.65131034664, -39557.69674127374, -28695.274362283293, -28521.494625992927, -19863.634046363673, -25805.244122501987, 4285.001399344939, -24476.71629290856, -27526.353057724686]
1990-01_2015-02;2015-03_2016-02;191.7889852458611;GO;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.01024086678648386, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;42711.667911476594;0.1731697371625374;63.63636363636363;-15.71468053707769;675739.8017650078;1.0676384063512576;264146.2411207787;267064.1185988215;272224.164283489;275109.1108298584;287783.041235904;294178.01920992945;294162.71064012113;292689.63491305814;264710.91934470076;244292.53398133634;238899.8939170769;247898.7212972365;[-4282.48472077871, -12722.385598821507, -27870.934283488983, -10102.89982985839, -15826.893435904, -47212.52640992944, -59335.066040121135, -41873.96421305815, -50868.42764470074, -53958.25648133634, -78279.6329170769, -38105.10629723652]
1990-01_2014-02;2014-03_2015-02;83.76929217902943;GO;oleodiesel;CATBOOST;{'iterations': 200, 'learning_rate': 0.09923664224120773, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;22774.867358442454;0.06830626055742985;54.54545454545455;1.6014553614886056;448938.9153116583;0.6909939345268958;245138.68974262278;258314.6333438417;280295.3936179046;287088.45853774203;286221.4133916516;278822.28293341346;270593.9287570115;265399.6320013233;233504.49314860767;220805.2697130359;235039.870691979;259801.69776504114;[16015.313257377216, 5463.835656158277, -5053.410617904621, -43799.654537742026, -6612.379391651601, 17541.30506658653, 22297.6922429885, 42508.867998676724, 23014.398851392325, 3939.5102869640978, 3434.3474080209853, -27954.52776504113]
