DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;19483.84133548441;MT;glp;ARMA;{'p': 15, 'd': 0, 'q': 16};12;12;899.2311442330274;0.0362893149023113;54.54545454545455;1.4333466048261412;1.2231704617345105;20569.54538693951;19504.473399134946;19891.22753946677;19965.542188848267;19906.98355527809;20565.252383270014;18680.745194595947;19344.37301518897;20078.4533402359;19442.778582088784;19371.84384459846;19847.46486285791;-6.283168130438742;3.75314305909331e-08;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
log;18406.872559971496;MT;glp;ARMA;{'p': 13, 'd': 0, 'q': 22};12;12;849.5479225817279;0.0349677653393284;54.54545454545455;1.405954030506283;1.181331867938111;20580.13611544776;19269.616884516465;19994.442446699115;19972.887262460503;19966.27039341206;20636.94671980023;18675.35612970913;19439.3760273041;19972.72945303267;19400.57435301769;19422.86388833088;19903.39496464555;-6.44358998718454;1.5859027210364985e-08;17;379;-3.4477224095888497;-2.869196333125208;-2.5708486586002604;True
deseasonal;18638.388763273382;MT;glp;ARMA;{'p': 6, 'd': 0, 'q': 19};12;12;788.6411355011634;0.03169626996948209;45.45454545454545;0.7824708255114082;1.064705258840522;20831.822326061683;19494.184891645633;20338.850941172615;19937.711284106637;20405.332849360282;20971.489461888148;18740.859945227265;19725.053016677837;19729.420313125185;19660.354500384386;19540.48816815839;19359.23705920508;-5.107286355615261;1.355368134743328e-05;16;380;-3.4476763783532585;-2.869176103659426;-2.570837873961219;True
