dataset,pct_divergentes_catboost_medio,pct_divergentes_rf_medio
ANP_MONTHLY,0.0,0.0
NN5_WEEKLY_DATASET,0.0,0.0
M4_WEEKLY_DATASET,0.5571030640668524,0.47751691205730207
ETTH1,14.285714285714286,0.0
ETTH2,12.244897959183673,0.0
ETTM1,14.285714285714286,0.0
ETTM2,12.244897959183673,0.0
