DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;57998.270826338136;RS;etanolhidratado;knn;{'n_neighbors': 3};12;12;3634.806585837754;0.48117740393486813;63.63636363636363;53.84219587353126;1.0759697056537267;2829.690750523398;2113.087895707815;2173.985425248162;2052.8219033567707;2212.216939900471;2443.07507886871;2518.96416319029;2528.7994678833984;2687.515753129967;2992.679685394331;3301.5923151326806;3574.8362563478386
log;55928.39874432964;RS;etanolhidratado;knn;{'n_neighbors': 3};12;12;3507.1298526560277;0.4597467568501495;63.63636363636363;51.22142747304217;1.0235968898962797;1848.0741586615243;2099.8828805642997;2183.8949671216956;2382.0649216167103;2566.4219423695426;2895.179692161391;2932.60903033743;3341.1890104673403;3374.8940996216447;3256.7025011038195;3355.4946494309793;2977.3626506591277
deseasonal;43254.19308234629;RS;etanolhidratado;knn;{'n_neighbors': 1};12;12;3605.3023921888725;0.4307828879927797;72.72727272727273;50.68437468105347;1.0160809913297788;3433.1410172494516;2366.3786751239318;2366.9578327494787;2839.236584124815;2743.0180635454567;2422.9856489375934;2420.9234565139905;2458.2792148938806;2588.490163570448;3434.9572979868362;3804.711360018763;2700.3752850526816
