DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
mean;PR;etanolhidratado;knn_rf_deepar_svr_catboost_arima;{};12;12;26780.398325237562;0.20858638553846912;72.72727272727273;21.822690692761185;0.7715422589224917;64596.931185372385;58597.1182250632;66506.20338580245;65536.62365597938;64349.07430339082;63696.29489179559;69922.62957772014;70278.18550239436;71132.63591932555;75840.47601034868;63820.26579544025;63444.04707243143
