DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;19327.45869235401;PR;querosenedeaviacao;ARMA;{'p': 9, 'd': 0, 'q': 7};12;12;1768.614684343154;0.2338778837008694;81.81818181818181;-21.15788017207089;0.4266279798035193;8559.614902755173;8194.154791393219;8942.116982061912;8249.672306980374;8468.423602263443;9187.35399860596;8856.252440961342;10149.724576624858;9641.417118104582;9997.71229320546;9511.634016454324;9107.23366249408;-4.3019779179133;0.000440722007483;12;384;-3.4474946672686824;-2.869096243698685;-2.570795299750434;True
log;17767.209329201083;PR;querosenedeaviacao;ARMA;{'p': 7, 'd': 0, 'q': 5};12;12;1627.126775333313;0.2139321133189498;81.81818181818181;-19.27631187355396;0.3886879935889148;7986.8767518439345;7719.555954140005;8426.832798172356;8344.563327531212;8920.12951628185;9422.411242665474;8751.454494482854;9598.774285364034;9302.049753691244;9831.463589796082;9551.93142050161;9318.601485073208;-4.302602480912877;0.000439625260806;12;384;-3.4474946672686824;-2.869096243698685;-2.570795299750434;True
deseasonal;29399.966085190827;PR;querosenedeaviacao;ARMA;{'p': 20, 'd': 0, 'q': 9};12;12;1854.5277379970335;0.24271147947729355;63.63636363636363;-22.381372005639026;0.4512984971245459;8929.108099152723;8233.417865938978;7929.074201048087;7864.104229972517;8763.179801524439;9650.375441351332;9637.58020914781;10456.78369036783;10442.066514182481;9803.572798325687;9669.217375283935;8586.187918885877;-6.386137489839588;2.161932921228921e-08;1;395;-3.447014064067954;-2.8688850015516016;-2.5706826870693797;True
