DATA;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
mean;GO;oleodiesel;knn_rf_deepar_svr_catboost_arima;{};12;12;21382.685228873404;0.06258098598447843;90.9090909090909;5.856516002472018;1.0498236642056005;276454.0748043133;261114.86202333632;273290.7700388969;277190.5816708462;309252.389695963;305865.6914411283;295559.34249231854;310599.0754609167;268873.4993171618;239047.56822654663;215000.16105372613;278716.2763533859
