DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;Test Statistic;p-value;Lags Used;Observations Used;Critical Value (1%);Critical Value (5%);Critical Value (10%);Stationary
normal;199859.35917264648;GO;etanolhidratado;SARIMA;{'p': 1, 'd': 1, 'q': 3, 'P': 4, 'D': 0, 'Q': 6, 's': 12};12;12;25184.364181263645;0.14513964998713194;81.81818181818181;15.7898739312641;0.7001724783736898;96692.92495751155;96114.50260521623;97216.56190736456;99758.02786677382;103520.35334016413;105295.73334732653;106654.53108077588;112407.87923027737;102815.11431262188;112114.7548186135;98004.38224849409;92935.37342582997;-4.246186544853444;0.0005498180077206231;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
deseasonal;264789.6822980975;GO;etanolhidratado;SARIMA;{'p': 2, 'd': 1, 'q': 6, 'P': 1, 'D': 0, 'Q': 6, 's': 12};12;12;22316.764398578725;0.1282914249325532;72.72727272727273;13.225389312358098;0.6161024977214506;95666.88922081624;96837.67540014016;99309.99818452916;102541.64905807839;105328.00610254798;110621.96489039007;111191.45935958298;119058.4691507422;107045.78888407661;116491.45561218675;101197.67917313369;95499.7563454722;-4.359879794215843;0.0003493095527406213;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
log;177489.0748494552;GO;etanolhidratado;SARIMA;{'p': 6, 'd': 1, 'q': 1, 'P': 6, 'D': 0, 'Q': 6, 's': 12};12;12;22383.036909991708;0.13075864984629973;81.81818181818181;14.234032654840439;0.6256731412813678;96115.67947915189;93080.46184112338;94776.57489187992;99278.83731464093;102861.50666974056;109362.97807404901;111328.33436657308;118378.80172208532;107897.625718309;115200.36094231145;101717.56355734853;96136.99399098697;-4.225149684136779;0.0005972048242256094;15;381;-3.4476305904172904;-2.869155980820355;-2.570827146203181;True
