DATA;MCPM;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12
normal;19400.636392193144;PB;querosenedeaviacao;xgb;{'learning_rate': 0.4, 'n_estimators': 50, 'subsample': 0.9};12;12;980.4696048480786;0.2310603113240973;54.54545454545455;23.072827643318032;1.3238257407656377;2957.0256;2900.4753;2578.7024;2262.5833;2219.143;2189.572;2487.8289;2915.6558;3117.1948;3589.9238;4220.14;4223.279
log;21790.152575895114;PB;querosenedeaviacao;xgb;{'learning_rate': 0.3, 'n_estimators': 100, 'subsample': 0.8};12;12;918.8021511104042;0.21135394041187738;45.45454545454545;20.940236512000222;1.2014662676308123;2974.9797;2741.3005;2119.2595;2314.2002;2339.137;2719.2493;2681.8943;2668.243;3486.8083;4343.904;4164.004;4097.1606
deseasonal;29478.141082467806;PB;querosenedeaviacao;xgb;{'subsample': 0.7, 'n_estimators': 100, 'learning_rate': 0.4};12;12;1242.188770453314;0.24762178314157277;45.45454545454545;26.103251431502052;1.5328772016346122;3406.8280634658854;2979.058614690861;3020.9656608546165;2825.659817707691;2687.725310971019;2282.047321522387;2212.1469870418177;2796.439139892273;2840.3036634634227;2984.4940036786384;3235.012074703566;2986.0141662265714
