DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;AL;gasolinac;ARIMA+SVR;sum;12;12;4423.430340653028;0.08744624069691609;54.54545454545455;-1.9157685429728373;1.0462440528031347;87232.92142497445;41712.12356515652;36560.71472617205;38197.89822729101;36112.21417098223;37302.499563828984;42789.284742952914;49083.799311827745;49070.081747173615;46813.08790545801;46045.6100030887;45990.250871484524;44111.93193343154
error_noresid_normal;normal;AL;gasolinac;ARIMA+SVR;sum;12;12;5125.878803114241;0.11030785484425305;63.63636363636363;-1.714457832476188;1.3306708944650347;80958.23224982146;37661.34728071055;34603.747584072546;36261.74757876156;35149.71467795507;39813.605420006475;44754.721500001;49656.51163821521;49403.9964141269;47302.23659437827;48325.671259912306;46310.86395703086;43530.46215113725
error_resid_normal;normal;AL;gasolinac;ARIMA+SVR;sum;12;12;4545.778863534002;0.09934198558922197;63.63636363636363;-1.6812068297436669;1.1971890805012857;71774.56111257395;38421.048032465376;34648.940181818565;37707.59774900783;36263.70927237682;39128.228177944184;44001.19187084267;48742.11816352142;48598.88709562633;47184.596297279604;47584.11873305564;47167.779319392284;43158.782382806734
all_resid_normal;normal;AL;gasolinac;ARIMA+SVR;sum;12;12;4623.942712953345;0.09290996974054766;54.54545454545455;-1.9066297045714844;1.1117266804607726;91198.12487433139;37552.16897505346;36041.84521542238;40750.73566296093;37538.43522896656;37324.48972400312;43037.446081946975;48416.681904844496;49354.63449996382;45976.654266613674;45286.19927500854;46206.36404875646;46257.770121826565
error_log;log;AL;gasolinac;ARIMA+SVR;sum;12;12;4763.318416633082;0.09856643088526662;54.54545454545455;-0.8286909306821987;1.178716587147112;93958.7580757949;42028.858213943284;34356.78941747942;36994.54300274649;34490.97106242961;36913.44789568526;41901.40789791119;47732.84242390617;49025.333558250415;47191.30499209857;46110.66444899688;47288.68911604129;44274.34402287117
error_noresid_log;log;AL;gasolinac;ARIMA+SVR;sum;12;12;5242.850925341541;0.11655774881490966;72.72727272727273;-0.7250913371940986;1.407787086398129;62181.10773936698;36799.09532712246;33044.047688404884;35345.782233746635;35114.440980653395;39096.57827965668;44399.182593001526;48370.213600033734;49559.52378196426;47051.47279365227;48498.621723915145;47589.101608738754;42918.85725268058
error_resid_log;log;AL;gasolinac;ARIMA+SVR;sum;12;12;4753.907233966929;0.10660453984935081;63.63636363636363;-0.6432368369485995;1.2855131371847859;75075.75030131923;38060.78563838805;33544.24162185772;36752.871003117136;36000.81006082664;37366.07294527035;43292.3514433703;47914.31653135005;48843.198371073115;47071.57271487513;47780.0669110608;48021.02334607573;42726.95295312597
all_resid_log;log;AL;gasolinac;ARIMA+SVR;sum;12;12;4876.209449635928;0.10121717549621173;63.63636363636363;-0.7494636595202299;1.2100073463634522;76995.69633926611;36999.88690346325;34198.41866834374;39741.41310573794;36157.861886536324;36457.98954993374;42322.850149467464;46706.17803758785;49575.38071997884;45853.51434748435;46153.83713281394;47365.17470000029;46377.281217325035
error_deseasonal;deseasonal;AL;gasolinac;ARIMA+SVR;sum;12;12;3853.9112609045724;0.07509451481758139;63.63636363636363;-2.1718788108182516;0.8983962502567523;60809.86424943109;43586.106193894826;37791.809598056;38988.15174547372;37191.641465351175;38251.268244751154;40450.70764512816;44977.36544753345;49075.1831045819;45317.68007106005;46674.76269928475;46676.41408070925;46099.539018210926
error_noresid_deseasonal;deseasonal;AL;gasolinac;ARIMA+SVR;sum;12;12;3934.738599191026;0.08181153557808589;72.72727272727273;-1.9506379963977423;0.9888301956423514;46607.404845798075;40454.74649256465;37488.091214512446;37762.11354812064;36187.01533590862;39269.8882049056;42500.63458008185;46041.18020124333;48225.00697407109;46448.67618621898;47956.49425066675;47447.16546761726;44184.27221292418
error_resid_deseasonal;deseasonal;AL;gasolinac;ARIMA+SVR;sum;12;12;3693.293273625188;0.07802454483146616;72.72727272727273;-2.059906941363822;0.9370332708694651;43741.41706052246;42152.9121260071;37225.58773648853;38684.36476669159;37665.44448346905;38115.821494186355;40948.38958905596;46091.38134615997;46899.80288942852;46591.22329884618;47706.44100569924;47409.009933793175;45025.76517467215
all_resid_deseasonal;deseasonal;AL;gasolinac;ARIMA+SVR;sum;12;12;3871.4030522483845;0.07208586056623563;63.63636363636363;-2.070103264691853;0.8604504804205503;61080.76633083845;41482.244411606494;38075.198128617674;40744.99108444425;38499.59245206936;37345.52826971505;40255.989406897774;44591.947400133315;49477.46758039629;44173.93909517306;46031.44901763807;46912.826840714406;46976.373035238394
