DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;SE;gasolinac;ARIMA+SVR;sum;12;12;3688.6346287478073;0.0913399278597296;54.54545454545455;-0.3778451469951659;1.1023046158611178;72748.85403155534;34088.876875566086;28081.177487428657;31846.706918089305;33109.66020029261;35043.917963279906;38064.26531309675;40440.822170271684;40220.19665306513;37514.581421607705;35230.22545003814;34386.751431389144;34377.70864977628
error_noresid_normal;normal;SE;gasolinac;ARIMA+SVR;sum;12;12;3719.1762530028873;0.0935346384845619;63.63636363636363;0.027361623177108885;1.1157537505960966;58713.94417666765;30869.62286508057;26724.199800845672;31085.464977327545;33154.907760226524;35279.01138655398;38489.38989668498;39773.707208100066;40043.27790475069;37521.47543221189;37429.15122681841;36293.96221635144;34035.54954823451
error_resid_normal;normal;SE;gasolinac;ARIMA+SVR;sum;12;12;3385.2138882292384;0.08475518749627188;63.63636363636363;0.06243387473371905;1.0178432245127413;53428.8671340359;32224.4408928433;27108.78277260159;32039.93066162005;34415.062025827756;35132.816382283316;38715.168914708374;39158.74536075298;39459.82276917077;36894.26408388364;35873.49422943775;35529.906129586445;33999.69675348207
all_resid_normal;normal;SE;gasolinac;ARIMA+SVR;sum;12;12;3412.5625196974643;0.08311238893837221;63.63636363636363;-0.4966854894274667;1.0014407084565864;53858.0466937065;32178.358895319667;28696.66206231165;32553.18360730105;35278.12094413029;34901.76758827013;38533.77602156002;39839.99134324522;40612.582969668496;35903.27233774028;35603.92965183646;34343.94107334373;34459.401862181214
error_log;log;SE;gasolinac;ARIMA+SVR;sum;12;12;1813.8597350556865;0.042438701997974365;81.81818181818181;0.4199309654806034;0.5181911671336533;14314.108410319222;34911.71490822269;31791.87335512857;34278.46889779436;33685.12214726959;33917.54256746099;36486.33759052705;36076.81544163844;36746.08174204728;34933.10206052267;35722.30058804872;35755.85166996218;34742.51911849498
error_noresid_log;log;SE;gasolinac;ARIMA+SVR;sum;12;12;1826.444236476719;0.04609213954096144;90.9090909090909;0.6455374981925059;0.5587578166575901;7226.3940739609;34574.464847542346;31261.36497343305;32933.77476091052;32503.46414052143;34707.73356516396;36589.79936808286;35735.20304901256;36374.46006599323;36356.17747304671;37520.6498010055;35764.46482343924;33776.78739967154
error_resid_log;log;SE;gasolinac;ARIMA+SVR;sum;12;12;1811.4276737805153;0.04383356698190292;72.72727272727273;0.49247323217512856;0.533633151622985;21426.841017988536;35579.26613934454;31388.606825069524;33573.682350433795;33955.22747660117;34837.74581061107;36532.019283543916;35293.30798821714;36138.96693435087;35010.51580448526;35851.589972600435;35974.98393898211;34606.54892339546
all_resid_log;log;SE;gasolinac;ARIMA+SVR;sum;12;12;1975.8127212872419;0.0449810273471627;81.81818181818181;-0.007217998141576241;0.5479118905119452;15594.328739651828;34777.359551720736;33652.1514544186;34847.24362503466;35020.54853470613;34293.23525317103;35674.6138855891;35508.83677115409;37061.77856128194;33785.63144838743;35422.84002679394;34721.400141986844;36079.59715467413
error_deseasonal;deseasonal;SE;gasolinac;ARIMA+SVR;sum;12;12;2950.2802741553355;0.07021096971278519;81.81818181818181;-3.442343352822298;0.8305790908294927;23317.681226571458;35451.83527740854;29328.91277492379;33696.492647634295;34799.81470131341;33927.20233560996;36131.41426577126;38931.05523020157;39714.55804081431;38460.05281927607;39128.72118587617;39073.08409486788;36657.61105604807
error_noresid_deseasonal;deseasonal;SE;gasolinac;ARIMA+SVR;sum;12;12;3129.8498508521234;0.07782381561857894;72.72727272727273;-3.4795106719448894;0.9262226279751001;37068.15657695875;33931.447518997855;29183.68504099942;32776.08685157054;33870.5710682844;34709.49897204936;37640.83615542995;38877.878972641025;40108.99776732197;38559.78074827946;40421.31162538684;38994.630496552214;36382.43481490712
error_resid_deseasonal;deseasonal;SE;gasolinac;ARIMA+SVR;sum;12;12;2914.5918074946544;0.0701970536288742;72.72727272727273;-3.625121544215921;0.830926430470954;34509.11082604328;35053.69615847429;29207.786084664025;34021.66666892369;35309.328208994346;34406.54352881237;36588.46519528148;38879.14146182939;39525.44563321487;38145.690410040326;38793.67971475979;39340.51996069543;36797.94919793448
all_resid_deseasonal;deseasonal;SE;gasolinac;ARIMA+SVR;sum;12;12;2829.7579094508383;0.06380222376973421;81.81818181818181;-3.6614229936859095;0.7562684413489024;22357.24630753752;35089.63257719636;30946.878557675907;34013.577873490416;35986.95722927879;33887.81138309879;36312.48259431151;38594.483480996634;40582.022991067424;37301.79772180237;38317.23450225936;37711.200767404014;37478.59443953404
