DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;RN;gasolinac;ARIMA+SVR;sum;12;12;4885.539814263821;0.07330503157632902;81.81818181818181;-2.5181008426537654;0.9134993355583229;38619.30480142969;54098.47554050119;49572.82872656848;55378.75348703271;48921.92256946032;51891.44278825627;58973.78648846048;58845.365872092036;62945.02506931122;61376.72438396969;63606.587827856514;63682.53893332914;58337.787564945764
error_noresid_normal;normal;RN;gasolinac;ARIMA+SVR;sum;12;12;5055.96190755687;0.07685911147363202;81.81818181818181;-2.3178206180618033;0.9657824504267879;39974.24927385236;53229.003930631465;48685.370150149625;52975.80274050307;47496.94688845082;54999.02780357441;60274.075034415866;60377.45547662694;64505.27936861;61880.82090438281;64136.56105534086;61636.00429484235;56091.52942819294
error_resid_normal;normal;RN;gasolinac;ARIMA+SVR;sum;12;12;4634.287815958385;0.07298613461084548;90.9090909090909;-2.4877516672973528;0.9121817936923977;18389.526153798506;54571.95139675571;49355.36602382211;53648.46280651015;49546.79848053475;53147.58172754562;60449.117186350486;60241.36531138509;63349.78935165533;61050.362291349644;63171.93336427083;61804.48153810063;57090.46532108905
all_resid_normal;normal;RN;gasolinac;ARIMA+SVR;sum;12;12;4779.417056136831;0.07171549441601076;81.81818181818181;-2.689816334359663;0.8864301055743548;37777.13407300239;55448.1601212567;49315.23507437526;57639.0808415165;51369.36230973113;49980.85797470307;57064.936247726146;58156.950691934864;62044.88005881579;61040.21270061541;63445.421701940446;63775.618029703735;59502.29021568282
error_log;log;RN;gasolinac;ARIMA+SVR;sum;12;12;4516.2695688867625;0.06774764063652514;81.81818181818181;-2.9660048146325435;0.8474627070292845;35689.422410904735;54995.90364724354;50740.694653968916;53176.48151987204;50626.640794703184;54584.391660910325;60619.838555896255;62119.69441896642;63801.36882979583;60416.83116244852;62743.65692827007;60148.38482405453;56661.62916661915
error_noresid_log;log;RN;gasolinac;ARIMA+SVR;sum;12;12;4941.48242080826;0.0753240034948387;90.9090909090909;-2.633498082545514;0.9489328282209478;19613.51145132105;53400.54043654516;48538.11092149723;52439.51042089726;48692.81836413169;55822.02353353315;62616.667042210946;61494.88558904549;64290.45183149328;61914.861848178756;64092.953163683786;59848.07254041168;55254.36050370749
error_resid_log;log;RN;gasolinac;ARIMA+SVR;sum;12;12;4326.777968142011;0.06653215788758017;81.81818181818181;-2.732249605747354;0.8346829997071008;34189.71727128469;54421.64160154631;49989.139363908514;53308.33513321652;50763.6049811613;54518.400025807234;61041.79030431981;62407.63186903781;62755.49512187851;60465.97779074957;63247.20667910427;60456.7698889016;55691.630683235744
all_resid_log;log;RN;gasolinac;ARIMA+SVR;sum;12;12;4346.069078313384;0.06468692783263598;81.81818181818181;-3.1523362468952856;0.8012403374708246;34338.66406679341;55049.7533061102;51333.617032024835;55771.58698936002;51771.17089881966;52699.06959841767;59187.06291951132;61772.324014270125;63868.679905450874;59992.01698697057;62933.63363002479;59596.38793949418;57910.01480777231
error_deseasonal;deseasonal;RN;gasolinac;ARIMA+SVR;sum;12;12;4748.331725711248;0.07450737594321075;72.72727272727273;-0.143266105144185;0.928504803450099;56229.199517981775;54614.571979937245;48190.316750112506;52519.147352127475;49212.519701477184;49900.577765772665;55887.43515553713;57267.75522501018;61105.44658530164;61085.40536250161;62267.53009435623;62511.02733091456;57140.50862875707
error_noresid_deseasonal;deseasonal;RN;gasolinac;ARIMA+SVR;sum;12;12;5089.4190459148485;0.0787627195482311;81.81818181818181;-0.3421471649564573;0.9843386370958138;40242.97953856374;53044.9703558984;46713.498269459866;50002.190383192625;47986.78682377757;52519.323373450854;58726.914126047006;59009.456166922726;62349.40455107471;60900.661050623734;63336.24581232202;62184.8307437972;56261.93767531097
error_resid_deseasonal;deseasonal;RN;gasolinac;ARIMA+SVR;sum;12;12;4554.206661346242;0.07007852083772771;81.81818181818181;-0.29195456859305563;0.8796292593315127;35993.82737667954;53605.41866265384;48905.82248914881;50841.121448790116;49347.29305399878;51471.843130803216;57020.63654465621;58965.6715853761;62032.66491622533;60303.637408979484;62907.89933015276;61717.87012289491;55579.67816635226
all_resid_deseasonal;deseasonal;RN;gasolinac;ARIMA+SVR;sum;12;12;4873.8687352867555;0.073965763392615;81.81818181818181;-0.4300365969662324;0.9161087593180693;38528.44806224147;54915.08535244996;48919.95964625899;53724.12045624091;52373.081938514515;47621.23154839568;54469.18639205904;57079.424300515646;60724.30140649303;60077.373145827;61710.71509976824;62791.020680143345;59220.23008139962
