DATA;transformation;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;MCPM
error_normal;normal;CE;gasolinac;ARIMA+SVR;sum;12;12;9920.57239189163;0.06273675747753389;54.54545454545455;-2.6139609579439114;0.9659050235709848;195531.3650286957;126054.06981821024;117267.37820215075;125844.41111214842;125661.38029193296;129706.83474169906;139205.1106105367;146386.03376574768;140756.87180982486;134286.87253477174;125972.79247840685;131245.60363769665;126919.257550757
error_noresid_normal;normal;CE;gasolinac;ARIMA+SVR;sum;12;12;10645.573727204539;0.07127559853690464;63.63636363636363;-1.5943250532943396;1.1010691738757123;167953.993475179;121746.03964077044;111226.64877351718;117697.20651698252;119910.46769869362;132049.57377765802;140592.04337100068;146038.26118044177;144442.20618921495;134339.93099086508;134970.95379174288;126931.01570805289;123768.66589343704
error_resid_normal;normal;CE;gasolinac;ARIMA+SVR;sum;12;12;8582.07119201016;0.0527325755318944;72.72727272727273;-2.2065959217138325;0.8083280087631651;101546.01653797065;122319.31034386742;117221.17672420209;126037.0906314326;125011.62398037105;132065.55543603597;139197.11520446066;143815.91870682937;140042.07741006016;128918.1027533037;132740.15486368423;129608.99700849701;126099.53568870491
all_resid_normal;normal;CE;gasolinac;ARIMA+SVR;sum;12;12;10494.736751848692;0.062120775575831726;36.36363636363637;-3.253259500235131;0.9426763359962074;289470.1943560288;125750.45148100579;120096.15431351829;130545.5626658753;132056.54218572448;134699.32949696732;134394.9934873688;146937.1792723079;138007.47697817706;128146.23912220838;123373.37061904074;133497.8300958013;131578.47451870437
error_log;log;CE;gasolinac;ARIMA+SVR;sum;12;12;9427.554814599036;0.059572534802079746;81.81818181818181;-1.5942337491105125;0.9011620811264848;74466.40418728591;122576.39277593436;115455.1279650979;125444.21636640409;118265.88932057413;120589.04794969132;124835.8798904869;139143.2848193808;139884.25495817978;133831.55505915446;141099.23349730618;139458.11687101453;133128.6177164088
error_noresid_log;log;CE;gasolinac;ARIMA+SVR;sum;12;12;11255.385691807227;0.06996659917521232;81.81818181818181;-0.7022056067714593;1.0617811127201338;88954.73006458866;119517.25700049443;107758.04348331188;114940.58829661226;114526.61142742129;125484.28939269096;129933.31684215376;141536.5929005877;145991.2035221331;136013.47793580114;140635.49397640367;134331.97387207497;129400.70996568959
error_resid_log;log;CE;gasolinac;ARIMA+SVR;sum;12;12;8480.367441117884;0.05172551906881809;81.81818181818181;-1.3971723693878284;0.7820252627848057;66955.92738625668;119948.65290861852;115665.46916135614;123357.51879874736;120525.42396328176;124153.48177766336;128083.40669038345;139125.95047147942;140519.5346756521;133670.665770697;139228.19920160391;136636.4937562587;129783.10020248311
all_resid_log;log;CE;gasolinac;ARIMA+SVR;sum;12;12;10417.709548002216;0.05618245946964931;54.54545454545455;-2.47870327294358;0.8343790864315584;205300.02486185866;122691.21134119679;117951.73369287146;129216.63274589661;124285.69744001479;124496.45336858403;120746.6402086386;141556.464992363;140394.98387726728;129210.24507417929;139710.6093914269;137839.43267834498;139137.9746938591
error_deseasonal;deseasonal;CE;gasolinac;ARIMA+SVR;sum;12;12;8400.097140249029;0.05367476093022938;90.9090909090909;-4.688271625161908;0.8119637926006131;33262.252013320496;124834.71400668428;118661.1784108394;130847.66459714009;127508.18800864764;132732.62140404442;137021.4733515201;136214.42148357927;143943.38898917165;140108.85701983157;140634.57374885457;139938.24236168902;128584.3591608027
error_noresid_deseasonal;deseasonal;CE;gasolinac;ARIMA+SVR;sum;12;12;10993.679256473908;0.07482946780317483;90.9090909090909;-4.065008890453199;1.1517112333118233;43632.901683973905;120364.73650461934;111058.60294776507;122436.0638521155;121180.32291730115;133644.1106108385;145656.0550671053;144824.4298400709;146653.88478917058;141622.40110463728;142885.63147800046;137179.10142427505;123992.59482261441
error_resid_deseasonal;deseasonal;CE;gasolinac;ARIMA+SVR;sum;12;12;9093.78331485112;0.05525162442708275;72.72727272727273;-4.827415126486366;0.8415908547756972;107610.68221846066;122118.00223164899;116911.53934472478;130881.00173146788;127282.02982722661;133035.1111664145;140249.89640665948;141652.51594116646;145125.78868464378;140656.7132903775;140628.91672504516;138080.47406113154;126535.65715630096
all_resid_deseasonal;deseasonal;CE;gasolinac;ARIMA+SVR;sum;12;12;9692.868815056363;0.059818369633198476;63.63636363636363;-5.506888720290058;0.8900449544427625;152875.1100392276;123896.46036660089;122921.72969980576;137013.81314300006;132909.0509515841;135348.67778795675;131415.43495068877;138780.848392546;140638.54572587114;135100.85044925203;137815.93268335683;141903.39147168677;135804.30794907082
