train_range;test_range;time;UF;PRODUCT;MODEL;PARAMS;WINDOW;HORIZON;RMSE;MAPE;POCID;PBE;MCPM;MASE;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;error_series
1990-01_2023-02;2023-03_2024-02;114.59993368014693;PA;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.06407913742104897, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;1432.8919633186897;0.03442808198089172;90.9090909090909;2.86169119030053;5662.046065434559;0.8960502850095423;34294.829799455874;33198.81753741737;33838.277042503265;33031.42331480037;32749.110126675172;33207.75127106504;32692.938739912937;33090.32789628107;32136.68106058211;34265.380830011134;32303.4876050665;31227.63446177443;[1141.2245505441242, -890.393627417372, 1130.7881774967318, 1360.04588519963, 191.98407332482748, 1467.9914789349568, -368.27025991293704, 493.9402237189279, 682.9819794178911, 868.2061299888665, 2848.7261649335014, 2740.0014082255693]
1990-01_2022-02;2022-03_2023-02;209.34459902672097;PA;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.12027653179807386, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;1088.9959689885297;0.024130377333026462;63.63636363636363;-1.9961433853569504;17158.998135264603;0.5940052036330588;33363.47695067394;33414.36446958796;33994.993810559106;33283.09912441659;33970.729735384266;33978.006005465926;33610.43994505611;33542.00990823915;33049.46250114169;34479.75036413145;32607.76531973807;31225.34992970827;[193.12811932605837, -1314.3717195879617, -788.160480559105, -391.47231441659096, -2754.8637953842663, 301.7005145340736, -1517.1682050561103, -1098.6186082391541, 173.78749885831348, 12.015935868555971, 31.986490261930157, -686.4386997082693]
1990-01_2021-02;2021-03_2022-02;128.72739377291873;PA;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.010115955578378024, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;1404.5399853906356;0.0371556376012201;72.72727272727273;-2.5042617103688087;16609.863165606774;1.3181918993581263;34354.60769057759;33596.88758341874;34188.67710067609;33702.204969907536;33648.426117653995;33764.19699227191;33466.40100593263;33737.111469759584;33223.92784176459;34933.672487522614;33014.56407276072;31884.28649180806;[1577.535429422409, 449.8769065812594, -1957.7079006760905, 122.71894009246171, 119.72968234600557, -752.7223522719069, -2205.763325932632, -1467.4411797595858, -2294.984001764591, -989.3156075226143, -1592.4173327607168, -867.7049718080598]
1990-01_2020-02;2020-03_2021-02;106.28472850471735;PA;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.2184505561193119, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;2149.513046886005;0.05771761564299229;100.0;5.859106887739127;53.721620340587265;0.9225241111950377;31869.135574305496;31413.58007727526;31696.70765347382;30877.474060262746;31412.056063324464;31258.900474392973;30984.54589856815;31385.696815236923;30869.120633383372;32731.835340012418;30880.26524592826;29908.410177803875;[2926.8517456945046, 2000.8583327247434, 2461.0369165261836, 3010.7034797372507, 2813.858796675533, 553.8096656070265, 610.93780143185, 3187.223474763079, 1177.2398766166261, 2099.4327799875828, 1113.4865640717398, 1401.5825721961264]
1990-01_2019-02;2019-03_2020-02;100.71134693082422;PA;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.192932652767203, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;829.0356977257953;0.021363247783244197;81.81818181818181;-0.537984960823051;6534.800642419535;0.5980794545318977;32234.768589879313;31159.251659355148;31145.4156236763;30625.036222734412;31562.520111342732;31506.970848715224;31287.678648691228;31788.84917981698;30890.087264486017;32929.08484518477;30737.456163935734;29467.46608635594;[-1241.5838098793138, 932.7266006448517, 1175.4068363236984, -1070.315212734411, 379.68640865726775, -423.5596187152223, -1582.6297386912265, 144.42437018302007, -642.3988544860185, 187.5166048152314, 26.090936064265406, 106.19695364405925]
1990-01_2018-02;2018-03_2019-02;90.96173706417903;PA;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.14952918664654516, 'depth': 7, 'loss_function': 'RMSE', 'random_state': 42};12;12;1511.8884500437016;0.04138631865954688;45.45454545454545;-2.0066133369800268;35737.17553567302;1.2371858297703138;32383.350977190254;30882.166346506587;32326.14933874548;30836.7663944499;31954.63803170098;31789.280721500094;31870.981175273184;32864.54760223065;30968.139108102525;33964.191661141485;31688.17816508036;30240.752150984452;[100.93888280974716, 1188.721333493413, -1769.22361874548, 2108.778895550102, -1218.0655717009795, 533.2790584999057, -2047.0663152731831, -1212.5693422306467, -608.2242481025241, -2885.198911141484, -195.31765508036187, -1505.9876609844505]
1990-01_2017-02;2017-03_2018-02;224.10976119386032;PA;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.26322134504787487, 'depth': 9, 'loss_function': 'RMSE', 'random_state': 42};12;12;1373.3222471407234;0.03474081104585346;72.72727272727273;-0.8202815341472899;16239.232451487029;1.090697857618784;31840.16093112182;31863.15049488319;32133.429412667734;31525.584675388967;31956.07940534671;32330.655841338066;32098.187052383364;31708.539991581038;31489.366627698604;33892.64663061163;31537.69367317468;29994.272431859314;[2925.0602588781767, -1321.5073748831892, 1520.2300073322695, -401.29672538896557, -902.9598353467118, 684.9797886619308, -1213.445262383364, -104.61416158103748, -1234.8028976986025, -2286.4663206116275, -254.18280317468088, -521.9843918593142]
1990-01_2016-02;2016-03_2017-02;63.147952758241445;PA;glp;CATBOOST;{'iterations': 100, 'learning_rate': 0.1073312148557697, 'depth': 6, 'loss_function': 'RMSE', 'random_state': 42};12;12;1439.389454239369;0.042660168692510846;72.72727272727273;-2.167333871889959;17025.47230816065;1.2385160625420217;31981.752231865783;31054.922206653715;32350.281415449288;31994.596308589615;32043.605891967254;32479.467456009614;32224.68108420814;32655.34255723541;32035.225458365952;33381.275372837794;31541.411644524025;30624.655842160097;[1326.4108081342165, 1066.9509833462835, -936.9571354492873, -485.2647885896149, -1885.9863219672552, 716.4582639903856, -1361.5560842081395, -1707.8842272354086, -2445.698288365951, 686.4655671622095, -984.9678045240253, -2141.7717821600963]
1990-01_2015-02;2015-03_2016-02;76.19836705829948;PA;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.26270390034009544, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;1530.2951115572712;0.04229365236759711;54.54545454545455;-2.9135616729065066;30148.731468111957;1.0977230807269858;33515.54894635021;33542.17731343669;33742.54066888897;32713.655863695436;31208.433423284278;34037.87946188669;32352.219811678668;32926.28007698515;31160.101398619907;33901.14477222392;31973.327395602002;30077.49477605154;[-962.3297463502095, -853.4146334366887, -2349.34138888897, -161.38231369543428, 1451.586506715721, -2381.297941886689, -1612.8375616786689, -313.12608698515396, -1617.2898086199057, -625.7733922239204, -2564.7893556020026, 916.2171839484618]
1990-01_2014-02;2014-03_2015-02;94.91996889607981;PA;glp;CATBOOST;{'iterations': 200, 'learning_rate': 0.25166249822368447, 'depth': 4, 'loss_function': 'RMSE', 'random_state': 42};12;12;1720.391065554397;0.04116819358565004;81.81818181818181;3.631811408950171;13575.559384678236;0.7423283132632718;32072.869056717598;30985.008961268737;32264.213830608303;30544.674162123007;31351.540338356743;31404.92717385615;30364.415959427035;31122.57606068677;29866.991056547475;31463.768062966414;28972.957789864788;28483.642337074623;[-406.1299267175964, 574.1051687312647, 577.6702293916933, -433.65786212300736, 1881.2169116432597, -258.99963385615047, 1485.8938205729646, 2724.67393931323, 29.612203452525137, 2911.26635703359, 3178.239670135212, 1638.6891829253764]
